ID,LastBillAmount,LatePaymentCount,LatePaymentCharges,BillMonthlyDate,AccessoriesPaid,AvgMonthlySpend,PaymentType
10539,128.00,0,0.00,17,0.00,128.00,Auto
10540,127.47,0,0.00,3,0.00,127.47,Auto
10541,119.73,0,0.00,17,59.09,124.66,CC
10542,87.56,0,0.00,17,0.00,87.56,CC
10543,121.84,5,30.46,3,43.89,122.84,CC
10544,86.04,19,81.74,17,0.00,86.81,CK
10545,45.25,0,0.00,3,54.12,47.06,Auto
10546,46.27,0,0.00,17,0.00,46.27,CC
10547,142.74,3,21.42,3,0.00,143.76,CK
10548,128.59,0,0.00,17,0.00,128.59,Auto
10549,62.50,7,21.88,3,24.45,63.02,CC
10550,174.49,0,0.00,17,9.96,174.58,Auto
10551,240.30,17,204.26,17,0.00,242.37,CK
10552,85.43,6,25.63,3,29.28,86.15,ACH
10553,88.87,6,26.67,3,0.00,89.23,CC
10554,145.34,18,130.81,17,27.58,146.90,CK
10555,125.90,3,18.89,17,0.00,126.11,PP
10556,48.70,0,0.00,17,2.68,48.82,CC
10557,103.78,8,41.52,3,32.06,104.44,CC
10558,60.19,1,3.01,17,0.00,60.47,CC
10559,41.65,0,0.00,17,13.93,43.40,PP
10560,109.61,0,0.00,17,0.00,109.61,Auto
10561,127.20,5,31.80,3,0.00,128.30,CK
10562,101.94,0,0.00,3,0.00,101.94,CC
10563,123.75,1,6.19,3,0.00,124.01,CC
10564,179.62,3,26.95,17,44.32,180.30,CC
10565,102.10,0,0.00,17,59.91,103.10,Auto
10566,89.74,0,0.00,17,14.64,90.06,Auto
10567,101.61,0,0.00,17,0.00,101.61,Auto
10568,116.70,8,46.68,3,0.00,117.15,CC
10569,88.93,0,0.00,3,27.99,89.20,Auto
10570,60.50,0,0.00,3,0.00,60.50,Auto
10571,41.12,0,0.00,17,3.27,41.33,PP
10572,63.95,0,0.00,17,0.00,63.95,CC
10573,147.77,15,110.83,17,0.00,149.03,CK
10574,66.37,0,0.00,17,47.61,71.14,CC
10575,82.34,6,24.71,17,0.00,83.05,CK
10576,110.26,4,22.06,3,0.00,110.67,CC
10577,110.46,0,0.00,17,0.00,110.46,Auto
10578,118.97,2,11.90,3,2.09,119.36,CC
10579,129.72,0,0.00,3,0.00,129.72,Auto
10580,105.92,0,0.00,17,54.15,110.44,CC
10581,181.80,0,0.00,3,0.00,181.80,Auto
10582,102.55,5,25.64,17,0.00,102.94,PP
10583,140.17,0,0.00,17,0.00,140.17,CC
10584,171.19,17,145.52,3,0.00,172.65,CK
10585,149.36,3,22.41,3,0.00,149.87,CC
10586,144.00,5,36.00,3,25.08,144.92,ACH
10587,102.78,3,15.42,17,0.00,103.20,CC
10588,87.89,10,43.95,3,0.00,88.64,CK
10589,209.10,6,62.73,17,16.55,211.25,CK
10590,171.77,0,0.00,3,23.70,172.18,Auto
10591,104.66,0,0.00,17,0.00,104.66,Auto
10592,172.69,0,0.00,17,0.00,172.69,CC
10593,128.30,0,0.00,17,38.54,129.44,CC
10594,49.35,1,2.47,17,0.00,49.48,PP
10595,147.12,0,0.00,17,53.11,151.95,PP
10596,178.18,10,89.09,17,0.00,179.75,CK
10597,60.89,10,30.45,3,0.00,61.40,CK
10598,85.25,2,8.53,17,0.00,85.46,CC
10599,81.72,0,0.00,3,10.70,81.86,Auto
10600,132.00,4,26.40,3,7.31,132.56,CC
10601,81.74,6,24.53,3,5.26,82.13,CC
10602,140.27,3,21.05,3,0.00,140.74,CC
10603,128.88,0,0.00,17,59.68,129.61,Auto
10604,83.34,0,0.00,3,0.00,83.34,Auto
10605,49.38,5,12.35,3,0.00,49.55,CC
10606,174.05,3,26.11,3,58.57,175.78,PP
10607,127.86,0,0.00,3,16.94,130.28,CC
10608,175.10,5,43.78,3,19.23,176.07,CC
10609,42.43,0,0.00,17,0.00,42.43,CC
10610,43.99,2,4.40,3,0.00,44.12,PP
10611,82.39,2,8.24,17,0.00,82.52,CC
10612,133.70,0,0.00,3,57.71,134.42,Auto
10613,83.54,0,0.00,17,0.00,83.54,CC
10614,145.34,2,14.54,3,0.00,145.90,CC
10615,144.45,8,57.78,17,43.02,146.60,CK
10616,140.19,1,7.01,3,19.97,142.12,ACH
10617,44.83,0,0.00,17,0.00,44.83,Auto
10618,101.80,0,0.00,17,0.00,101.80,CC
10619,80.27,0,0.00,17,0.00,80.27,Auto
10620,145.16,4,29.04,17,33.77,146.09,CC
10621,107.78,2,10.78,3,0.00,108.12,CC
10622,121.26,9,54.57,3,0.00,122.28,CK
10623,47.85,0,0.00,3,44.07,50.45,Auto
10624,87.69,6,26.31,17,53.48,88.74,CC
10625,86.10,0,0.00,3,0.00,86.10,Auto
10626,129.85,1,6.50,3,39.32,132.55,PP
10627,170.58,0,0.00,3,0.00,170.58,Auto
10628,122.50,4,24.50,3,0.00,122.92,CC
10629,82.03,9,36.92,3,0.00,82.36,CC
10630,52.10,0,0.00,17,24.21,52.37,CC
10631,148.73,1,7.44,3,0.00,149.03,CC
10632,122.24,8,48.90,3,0.00,122.70,CC
10633,101.30,1,5.07,3,9.07,101.98,PP
10634,89.43,2,8.95,17,0.00,89.75,PP
10635,179.38,13,116.60,17,50.95,181.59,CK
10636,65.87,0,0.00,3,0.00,65.87,Auto
10637,149.37,18,134.44,3,0.00,150.68,CK
10638,125.80,1,6.29,3,0.00,126.09,ACH
10639,106.26,0,0.00,17,0.00,106.26,Auto
10640,109.69,1,5.49,3,0.00,109.92,CC
10641,224.30,0,0.00,3,49.95,229.30,Auto
10642,87.04,0,0.00,3,0.00,87.04,Auto
10643,180.20,2,18.02,17,0.00,180.58,CC
10644,174.49,19,165.77,3,50.05,176.53,CK
10645,105.53,0,0.00,3,11.59,105.71,Auto
10646,170.90,6,51.27,17,15.54,171.77,CC
10647,104.37,20,104.37,3,7.81,105.37,CK
10648,100.51,0,0.00,17,10.88,111.39,CC
10649,43.08,1,2.16,17,0.00,43.21,CC
10650,49.84,0,0.00,3,42.56,53.39,PP
10651,86.89,2,8.69,17,2.27,87.23,CC
10652,88.91,1,4.45,17,31.81,90.26,CC
10653,41.20,3,6.18,17,0.00,41.53,CK
10654,115.58,5,28.90,3,33.98,117.68,CK
10655,179.05,20,179.05,3,0.00,180.60,CK
10656,178.31,0,0.00,3,17.48,178.55,Auto
10657,139.80,3,20.97,3,0.00,140.28,CC
10658,63.27,4,12.66,3,12.90,63.72,ACH
10659,114.60,0,0.00,17,7.57,114.87,PP
10660,81.66,9,36.75,17,42.17,82.32,CC
10661,144.63,17,122.94,3,17.35,146.08,CK
10662,83.45,0,0.00,17,32.09,85.34,Auto
10663,106.78,0,0.00,17,8.31,107.09,Auto
10664,120.31,0,0.00,17,34.65,120.84,PP
10665,129.41,4,25.89,17,58.86,130.90,CC
10666,84.75,0,0.00,3,12.38,85.09,Auto
10667,110.89,9,49.91,3,28.94,111.57,CC
10668,122.53,3,18.38,3,0.00,123.37,CK
10669,102.51,0,0.00,17,37.10,121.06,Auto
10670,68.48,0,0.00,17,0.00,68.48,Auto
10671,142.95,0,0.00,17,0.00,142.95,PP
10672,60.72,0,0.00,17,0.00,60.72,Auto
10673,124.97,0,0.00,17,0.00,124.97,Auto
10674,104.44,0,0.00,3,46.83,104.92,Auto
10675,146.35,17,124.40,3,0.00,147.66,CK
10676,89.27,0,0.00,3,29.12,98.98,Auto
10677,170.70,0,0.00,17,34.09,171.21,Auto
10678,113.76,3,17.07,17,0.00,113.99,CC
10679,142.72,2,14.28,17,39.97,143.83,CC
10680,46.05,5,11.52,17,0.00,46.47,CK
10681,106.94,1,5.35,17,12.98,107.54,CC
10682,69.79,0,0.00,17,25.74,70.16,Auto
10683,118.36,1,5.92,17,25.23,118.90,CC
10684,163.60,0,0.00,3,0.00,163.60,Auto
10685,102.37,0,0.00,3,0.00,102.37,CC
10686,85.60,13,55.64,17,0.00,86.33,CK
10687,124.00,3,18.60,17,40.63,125.38,CC
10688,119.63,0,0.00,3,48.38,120.10,Auto
10689,109.89,0,0.00,3,47.99,133.89,CC
10690,145.74,0,0.00,3,42.56,146.56,Auto
10691,103.08,0,0.00,3,0.00,103.08,Auto
10692,179.10,0,0.00,17,0.00,179.10,Auto
10693,113.92,0,0.00,17,0.00,113.92,PP
10694,127.04,8,50.82,17,0.00,128.13,CK
10695,101.07,0,0.00,3,18.94,102.19,Auto
10696,68.30,3,10.25,17,45.55,68.83,CC
10697,102.17,0,0.00,17,1.61,102.23,Auto
10698,66.09,3,9.92,3,0.00,66.36,ACH
10699,67.30,0,0.00,3,2.70,67.53,CC
10700,112.95,0,0.00,3,16.67,114.34,Auto
10701,44.28,3,6.65,17,0.00,44.62,CK
10702,104.62,0,0.00,3,0.00,104.62,Auto
10703,148.26,19,140.85,3,33.86,149.85,CK
10704,145.56,11,80.06,17,0.00,146.23,CC
10705,85.71,0,0.00,3,0.00,85.71,Auto
10706,62.66,1,3.14,17,0.00,63.01,CK
10707,64.10,10,32.05,17,21.69,65.06,CK
10708,108.32,0,0.00,3,12.70,108.60,Auto
10709,168.60,0,0.00,17,0.00,168.60,Auto
10710,120.45,4,24.09,17,0.00,120.89,CC
10711,63.71,2,6.38,17,0.00,63.89,CC
10712,147.51,21,154.89,17,0.00,148.82,CK
10713,103.40,0,0.00,17,10.78,105.56,PP
10714,47.48,0,0.00,3,40.36,48.40,Auto
10715,149.71,3,22.46,17,0.00,150.28,CC
10716,42.12,0,0.00,3,0.00,42.12,Auto
10717,114.71,0,0.00,3,0.00,114.71,Auto
10718,104.16,1,5.21,3,9.30,104.97,CC
10719,109.40,2,10.94,3,50.60,111.16,CC
10720,41.55,0,0.00,17,43.05,52.32,CC
10721,192.00,0,0.00,3,17.44,192.17,Auto
10722,142.59,17,121.21,17,0.00,143.84,CK
10723,174.70,0,0.00,17,46.20,175.24,Auto
10724,133.90,0,0.00,3,0.00,133.90,CC
10725,43.25,0,0.00,17,19.46,46.03,Auto
10726,62.10,0,0.00,17,0.00,62.10,Auto
10727,64.97,6,19.50,3,0.00,65.23,CC
10728,63.37,0,0.00,17,0.00,63.37,Auto
10729,170.16,0,0.00,17,0.00,170.16,Auto
10730,41.81,15,31.36,17,36.88,42.61,CK
10731,66.32,8,26.53,3,0.00,66.86,CK
10732,152.40,0,0.00,17,15.44,152.62,Auto
10733,115.45,16,92.36,17,29.26,116.81,CK
10734,146.96,4,29.40,17,0.00,147.51,PP
10735,143.00,19,135.85,17,0.00,144.25,CK
10736,85.08,6,25.53,3,0.00,85.41,CC
10737,104.81,0,0.00,3,0.00,104.81,Auto
10738,143.77,2,14.38,3,41.03,145.51,CC
10739,103.41,0,0.00,3,0.00,103.41,CC
10740,113.54,0,0.00,3,11.26,114.48,ACH
10741,103.24,7,36.14,3,0.00,103.61,CC
10742,49.29,0,0.00,17,55.86,50.94,CC
10743,189.00,2,18.90,17,0.00,189.27,CC
10744,170.10,0,0.00,3,0.00,170.10,Auto
10745,103.50,0,0.00,3,0.00,103.50,Auto
10746,112.96,0,0.00,17,26.00,113.30,Auto
10747,85.13,8,34.06,17,20.72,85.70,CC
10748,117.60,0,0.00,3,44.68,118.07,Auto
10749,82.22,1,4.12,3,0.00,82.52,CC
10750,117.10,3,17.57,17,10.73,117.34,CC
10751,63.89,0,0.00,3,0.00,63.89,Auto
10752,101.91,1,5.10,17,0.00,102.13,PP
10753,87.75,1,4.39,3,31.19,89.24,CC
10754,118.34,0,0.00,3,44.11,119.40,Auto
10755,41.43,0,0.00,3,17.92,41.72,Auto
10756,43.34,4,8.67,3,6.17,43.61,CC
10757,47.31,0,0.00,17,48.24,48.24,CC
10758,172.03,2,17.21,17,50.22,172.88,CC
10759,129.38,19,122.92,17,0.00,130.49,CK
10760,42.24,0,0.00,17,0.00,42.24,Auto
10761,87.10,3,13.07,17,2.75,87.56,CC
10762,125.90,4,25.18,17,0.00,126.17,CC
10763,47.40,0,0.00,3,50.05,51.95,CC
10764,110.73,12,66.44,17,0.00,111.68,CK
10765,66.80,1,3.34,3,39.99,69.09,CC
10766,63.81,2,6.39,3,0.00,63.99,CC
10767,129.71,7,45.40,3,25.98,130.47,CC
10768,93.00,1,4.65,3,0.00,93.31,CC
10769,81.19,4,16.24,3,13.03,82.32,CK
10770,116.20,1,5.81,3,58.64,119.79,CC
10771,145.10,3,21.77,3,10.65,145.94,CC
10772,171.56,0,0.00,3,0.00,171.56,Auto
10773,85.14,2,8.52,17,59.80,86.85,ACH
10774,140.92,3,21.14,3,15.71,141.68,CC
10775,88.67,3,13.31,3,1.55,89.06,CC
10776,87.89,1,4.40,3,15.72,89.24,PP
10777,178.14,3,26.73,3,0.00,178.83,CC
10778,80.01,3,12.01,17,0.00,80.31,CC
10779,69.94,0,0.00,17,0.00,69.94,CC
10780,144.55,14,101.19,17,52.05,146.45,CK
10781,75.10,8,30.04,3,0.00,75.39,CC
10782,82.61,0,0.00,3,26.38,83.19,Auto
10783,42.97,1,2.15,3,0.00,43.11,PP
10784,118.85,0,0.00,3,0.00,118.85,Auto
10785,42.26,0,0.00,17,0.00,42.26,CC
10786,89.53,3,13.43,3,0.00,89.80,PP
10787,128.39,1,6.42,3,11.84,129.41,CC
10788,83.59,5,20.90,17,0.00,83.88,CC
10789,81.53,2,8.16,17,29.08,83.86,CK
10790,118.04,0,0.00,17,0.00,118.04,CC
10791,107.25,2,10.73,3,0.00,107.56,CC
10792,146.92,3,22.04,17,0.00,147.20,CC
10793,82.18,0,0.00,17,26.39,88.78,CC
10794,179.80,0,0.00,3,29.23,185.65,CC
10795,104.80,0,0.00,17,26.45,105.48,Auto
10796,116.64,11,64.16,17,0.00,117.18,PP
10797,106.98,1,5.35,3,52.52,110.60,CC
10798,102.43,1,5.13,3,0.00,102.83,PP
10799,69.05,13,44.89,17,0.00,69.64,CK
10800,65.03,9,29.27,3,0.00,65.29,CC
10801,148.42,0,0.00,17,16.05,150.21,Auto
10802,128.90,0,0.00,17,0.00,128.90,CC
10803,170.36,0,0.00,3,54.19,170.84,Auto
10804,44.76,0,0.00,3,0.00,44.76,Auto
10805,107.85,0,0.00,17,52.46,118.35,CC
10806,120.30,0,0.00,17,0.00,120.30,Auto
10807,124.17,4,24.84,3,0.00,124.65,CC
10808,83.97,0,0.00,17,0.00,83.97,Auto
10809,177.55,0,0.00,17,15.59,177.94,Auto
10810,140.88,0,0.00,3,0.00,140.88,ACH
10811,44.95,4,8.99,17,25.68,45.46,CC
10812,68.88,0,0.00,3,48.02,84.89,Auto
10813,103.30,1,5.17,17,23.01,104.79,CC
10814,178.19,0,0.00,17,0.00,178.19,CC
10815,211.50,10,105.75,17,50.08,212.91,CC
10816,65.87,2,6.59,3,0.00,66.07,CC
10817,145.22,0,0.00,17,9.52,145.42,CC
10818,48.05,0,0.00,17,0.00,48.05,PP
10819,45.80,3,6.87,17,0.13,45.99,CC
10820,138.80,5,34.70,3,0.00,139.28,ACH
10821,108.68,0,0.00,17,0.00,108.68,Auto
10822,119.50,3,17.93,17,0.00,120.07,CC
10823,140.22,0,0.00,3,59.57,141.19,Auto
10824,46.25,0,0.00,3,0.00,46.25,Auto
10825,174.95,6,52.49,3,0.00,175.59,PP
10826,107.97,0,0.00,3,0.00,107.97,Auto
10827,104.51,0,0.00,3,0.00,104.51,CC
10828,125.23,0,0.00,17,35.24,125.71,Auto
10829,47.85,3,7.18,17,55.05,49.05,CC
10830,87.53,0,0.00,3,0.00,87.53,Auto
10831,65.45,0,0.00,17,6.52,65.52,Auto
10832,129.47,0,0.00,17,0.00,129.47,Auto
10833,119.85,5,29.97,17,0.00,120.19,CC
10834,44.38,16,35.51,3,0.00,44.78,CK
10835,106.76,0,0.00,3,0.00,106.76,Auto
10836,174.64,0,0.00,17,0.00,174.64,Auto
10837,84.47,0,0.00,17,42.72,84.85,Auto
10838,141.00,4,28.20,3,0.00,141.47,CC
10839,44.03,19,41.83,3,0.00,44.43,CK
10840,142.60,0,0.00,17,3.03,142.65,Auto
10841,126.35,0,0.00,3,42.24,127.22,Auto
10842,116.86,0,0.00,17,0.00,116.86,Auto
10843,116.96,0,0.00,17,0.00,116.96,Auto
10844,62.92,16,50.34,3,29.37,63.78,CK
10845,60.80,0,0.00,17,39.72,61.48,Auto
10846,45.50,0,0.00,3,0.00,45.50,Auto
10847,87.82,0,0.00,3,38.22,88.55,Auto
10848,119.31,3,17.90,3,0.00,120.21,CK
10849,85.65,6,25.70,3,2.36,86.01,CC
10850,112.58,7,39.41,17,0.00,113.05,CC
10851,83.30,0,0.00,17,0.00,83.30,CC
10852,108.88,8,43.56,17,0.00,109.79,CK
10853,114.77,0,0.00,3,0.00,114.77,Auto
10854,63.43,0,0.00,17,10.79,63.64,Auto
10855,63.06,3,9.46,17,28.31,63.71,CC
10856,124.00,0,0.00,17,0.00,124.00,CC
10857,94.60,0,0.00,3,0.00,94.60,Auto
10858,122.90,1,6.15,17,37.00,123.91,CC
10859,175.60,0,0.00,17,46.00,190.94,CC
10860,60.83,0,0.00,17,12.96,73.79,PP
10861,68.04,0,0.00,3,12.39,80.43,CC
10862,46.75,3,7.02,17,0.00,46.92,CC
10863,205.30,0,0.00,17,0.00,205.30,Auto
10864,42.08,1,2.11,3,0.00,42.24,CC
10865,116.81,0,0.00,3,0.00,116.81,Auto
10866,86.40,0,0.00,17,0.00,86.40,Auto
10867,80.64,8,32.26,3,26.03,81.89,CK
10868,86.68,4,17.34,3,0.00,87.44,CK
10869,83.85,0,0.00,3,28.69,84.41,Auto
10870,41.51,4,8.31,17,0.00,41.70,CC
10871,121.46,6,36.44,17,17.59,122.89,CK
10872,43.31,6,13.00,17,31.97,43.93,CC
10873,146.21,0,0.00,17,0.00,146.21,CC
10874,46.06,0,0.00,17,0.00,46.06,Auto
10875,175.95,17,149.56,17,18.90,177.64,CK
10876,179.42,0,0.00,3,0.00,179.42,CC
10877,112.80,0,0.00,17,0.00,112.80,Auto
10878,179.10,0,0.00,17,6.77,180.23,CC
10879,108.72,8,43.49,3,0.00,109.63,CK
10880,84.72,0,0.00,17,0.00,84.72,Auto
10881,44.06,0,0.00,3,51.53,48.75,CC
10882,46.96,1,2.35,3,0.00,47.09,PP
10883,106.84,0,0.00,3,45.70,122.08,CC
10884,67.22,4,13.45,3,0.55,67.76,CK
10885,128.54,5,32.14,17,0.00,128.85,CC
10886,123.70,4,24.74,3,35.20,124.76,PP
10887,172.18,5,43.05,3,0.00,172.76,CC
10888,83.56,0,0.00,17,14.31,84.32,Auto
10889,104.46,0,0.00,3,0.00,104.46,CC
10890,125.51,7,43.93,3,10.59,126.07,ACH
10891,49.15,0,0.00,17,0.00,49.15,Auto
10892,119.76,15,89.82,17,0.00,120.82,CK
10893,149.15,16,119.32,17,0.00,150.45,CK
10894,115.70,0,0.00,17,0.00,115.70,Auto
10895,80.65,0,0.00,17,0.00,80.65,Auto
10896,148.56,1,7.43,3,0.00,148.92,CC
10897,44.09,0,0.00,17,13.91,44.32,Auto
10898,104.79,14,73.36,17,0.00,105.69,CK
10899,113.86,0,0.00,17,36.13,114.39,Auto
10900,126.25,0,0.00,3,32.07,158.32,CC
10901,105.43,0,0.00,17,23.57,105.64,Auto
10902,106.38,0,0.00,17,0.00,106.38,Auto
10903,64.50,0,0.00,3,37.84,67.94,CC
10904,121.45,13,78.95,17,52.11,123.18,CK
10905,82.09,0,0.00,3,0.00,82.09,ACH
10906,103.22,5,25.81,17,22.68,104.69,CK
10907,101.42,2,10.15,3,36.01,103.07,CC
10908,80.44,1,4.03,3,0.00,80.81,CK
10909,112.50,0,0.00,17,0.00,112.50,Auto
10910,47.36,0,0.00,17,0.00,47.36,CC
10911,85.91,2,8.60,3,7.56,86.51,ACH
10912,47.48,1,2.38,17,0.00,47.56,CC
10913,145.90,0,0.00,3,0.00,145.90,Auto
10914,171.65,4,34.33,3,56.23,173.14,CC
10915,69.64,8,27.86,17,58.24,70.44,CC
10916,123.26,0,0.00,17,0.00,123.26,Auto
10917,148.98,18,134.09,3,0.00,150.26,CK
10918,41.23,3,6.19,3,0.00,41.37,CC
10919,132.30,1,6.62,17,46.14,134.19,CC
10920,69.80,1,3.49,3,0.00,69.96,CC
10921,103.90,0,0.00,17,0.00,103.90,Auto
10922,79.50,1,3.98,3,0.00,79.81,CC
10923,122.22,4,24.45,3,0.00,122.62,CC
10924,83.94,0,0.00,17,0.00,83.94,CC
10925,179.27,5,44.82,17,0.00,180.68,CK
10926,196.40,0,0.00,3,0.00,196.40,Auto
10927,81.26,2,8.13,17,0.00,81.35,CC
10928,116.62,3,17.50,3,0.66,117.04,CC
10929,178.91,0,0.00,3,10.78,182.51,CC
10930,141.72,2,14.18,17,54.95,143.05,ACH
10931,124.85,7,43.70,3,37.71,125.69,ACH
10932,41.80,6,12.54,3,7.07,42.04,PP
10933,45.49,4,9.10,3,9.00,45.84,CC
10934,127.05,0,0.00,17,47.01,127.66,CC
10935,42.87,0,0.00,3,22.56,50.39,CC
10936,175.44,8,70.18,3,26.59,176.31,CC
10937,140.94,0,0.00,3,32.79,141.23,Auto
10938,89.60,0,0.00,17,0.00,89.60,CC
10939,173.33,0,0.00,3,42.93,175.12,Auto
10940,86.36,0,0.00,3,0.00,86.36,Auto
10941,107.78,3,16.17,3,0.00,108.17,ACH
10942,43.09,2,4.31,3,30.89,44.27,CC
10943,41.88,0,0.00,3,28.72,44.28,CC
10944,119.25,1,5.97,3,0.00,119.57,CC
10945,81.28,8,32.52,3,10.95,82.19,CK
10946,88.54,8,35.42,3,24.11,89.08,CC
10947,124.84,2,12.49,17,0.00,125.07,CC
10948,146.54,0,0.00,3,0.00,146.54,CC
10949,174.42,0,0.00,17,21.54,174.74,Auto
10950,86.61,0,0.00,17,0.00,86.61,Auto
10951,88.60,0,0.00,17,0.00,88.60,Auto
10952,224.80,0,0.00,3,22.04,225.85,Auto
10953,65.88,0,0.00,3,0.00,65.88,CC
10954,83.00,0,0.00,17,0.00,83.00,Auto
10955,143.12,2,14.32,3,0.00,144.02,CK
10956,122.02,0,0.00,17,0.00,122.02,Auto
10957,41.28,0,0.00,17,26.27,42.04,CC
10958,104.84,4,20.97,17,0.00,105.14,CC
10959,170.18,12,102.11,17,28.18,172.13,CK
10960,140.18,0,0.00,3,0.00,140.18,Auto
10961,65.06,0,0.00,3,5.57,65.32,Auto
10962,143.31,7,50.16,3,56.11,144.38,ACH
10963,63.60,5,15.90,3,0.00,63.82,ACH
10964,122.28,12,73.37,3,0.36,123.37,CK
10965,85.55,3,12.84,17,1.39,85.71,CC
10966,115.07,0,0.00,17,0.00,115.07,Auto
10967,80.48,2,8.05,3,0.00,80.71,PP
10968,127.72,0,0.00,17,0.00,127.72,CC
10969,115.30,17,98.01,3,0.00,116.33,CK
10970,86.45,16,69.16,3,4.60,87.26,CK
10971,173.65,5,43.42,17,15.87,174.36,CC
10972,100.18,0,0.00,3,0.00,100.18,Auto
10973,44.82,8,17.93,3,0.00,45.00,CC
10974,176.19,7,61.67,17,0.00,176.96,PP
10975,111.26,1,5.57,3,0.00,111.61,CC
10976,67.38,0,0.00,17,14.42,67.51,CC
10977,81.81,2,8.19,17,24.71,83.03,CC
10978,110.23,0,0.00,3,53.47,110.94,Auto
10979,179.91,6,53.98,3,13.52,180.80,ACH
10980,147.98,4,29.60,17,0.00,148.34,ACH
10981,158.20,0,0.00,17,33.17,169.26,CC
10982,119.65,18,107.69,17,2.21,120.74,CK
10983,117.29,4,23.46,17,0.00,117.55,CC
10984,85.30,4,17.06,3,5.58,85.68,CC
10985,179.79,0,0.00,17,0.00,179.79,CC
10986,84.12,0,0.00,17,50.19,86.91,CC
10987,141.61,2,14.17,3,0.00,142.10,CC
10988,80.35,0,0.00,17,0.00,80.35,Auto
10989,69.86,0,0.00,3,0.00,69.86,CC
10990,107.34,0,0.00,17,42.66,107.76,Auto
10991,43.41,6,13.03,3,0.00,43.58,CC
10992,68.13,0,0.00,17,0.00,68.13,Auto
10993,114.82,1,5.75,17,0.00,114.90,CC
10994,67.81,4,13.57,3,0.00,68.06,CC
10995,101.51,0,0.00,3,39.02,121.02,CC
10996,40.70,1,2.04,17,0.00,40.83,CC
10997,235.30,4,47.06,17,0.00,235.80,CC
10998,129.37,0,0.00,17,0.00,129.37,Auto
10999,43.40,16,34.72,17,0.00,43.80,CK
11000,143.26,2,14.33,3,3.54,143.79,CC
11001,113.76,2,11.38,17,0.00,114.64,CK
11002,66.97,0,0.00,17,0.00,66.97,Auto
11003,85.56,0,0.00,3,48.97,86.34,Auto
11004,116.36,4,23.28,17,0.00,116.85,CC
11005,88.69,4,17.74,17,15.36,89.24,CC
11006,63.08,1,3.16,17,0.00,63.15,PP
11007,125.30,1,6.27,17,54.44,127.83,ACH
11008,117.20,5,29.30,3,16.11,117.87,CC
11009,148.60,12,89.16,3,0.00,149.86,CK
11010,45.33,0,0.00,17,0.00,45.33,Auto
11011,83.93,0,0.00,3,0.00,83.93,Auto
11012,84.76,1,4.24,17,0.00,84.98,CC
11013,110.83,0,0.00,17,39.60,112.36,Auto
11014,87.36,0,0.00,17,0.00,87.36,CC
11015,83.23,0,0.00,17,0.00,83.23,CC
11016,172.03,0,0.00,17,15.55,172.28,Auto
11017,107.71,8,43.09,3,0.00,108.65,CK
11018,87.00,2,8.70,3,0.00,87.33,CC
11019,82.56,0,0.00,17,0.00,82.56,Auto
11020,120.36,7,42.13,3,15.12,120.98,CC
11021,44.83,13,29.14,17,0.00,45.22,CK
11022,40.59,0,0.00,17,0.00,40.59,Auto
11023,85.32,9,38.40,3,16.09,85.80,CC
11024,146.39,0,0.00,17,18.55,146.73,Auto
11025,63.92,3,9.59,3,0.00,64.17,CC
11026,144.62,0,0.00,3,0.00,144.62,Auto
11027,85.86,0,0.00,17,9.40,86.12,PP
11028,116.47,5,29.12,3,6.38,116.96,CC
11029,83.70,0,0.00,3,19.25,84.05,Auto
11030,138.40,1,6.92,17,52.31,139.64,CC
11031,80.81,0,0.00,17,0.00,80.81,CC
11032,173.57,1,8.68,17,0.00,174.81,CK
11033,148.79,0,0.00,17,0.00,148.79,CC
11034,62.95,1,3.15,17,30.06,63.49,ACH
11035,107.00,15,80.25,3,0.00,107.96,CK
11036,61.13,1,3.06,17,0.00,61.17,CC
11037,117.47,1,5.88,17,0.00,117.74,CC
11038,67.84,5,16.96,3,1.73,68.14,CC
11039,111.22,0,0.00,17,0.00,111.22,ACH
11040,149.81,0,0.00,17,0.00,149.81,Auto
11041,49.42,2,4.95,3,14.40,49.99,CC
11042,82.57,7,28.90,3,22.12,83.09,CC
11043,66.78,18,60.11,17,0.00,67.38,CK
11044,126.81,4,25.37,3,0.00,127.29,CC
11045,85.52,6,25.66,17,0.00,85.91,CC
11046,173.66,2,17.37,17,0.00,174.11,CC
11047,115.57,2,11.56,17,0.00,115.97,CC
11048,64.19,4,12.84,3,45.20,65.25,CC
11049,220.40,0,0.00,3,55.56,221.23,Auto
11050,89.51,7,31.33,17,0.00,89.91,CC
11051,127.99,0,0.00,3,32.44,144.21,CC
11052,125.35,0,0.00,17,0.00,125.35,CC
11053,61.87,0,0.00,17,33.32,62.34,Auto
11054,120.86,18,108.78,17,0.00,121.94,CK
11055,158.70,0,0.00,17,0.00,158.70,PP
11056,46.72,3,7.01,3,0.00,46.87,CC
11057,108.57,12,65.15,3,0.00,109.52,CK
11058,43.05,0,0.00,3,15.29,43.21,Auto
11059,107.37,0,0.00,17,0.00,107.37,Auto
11060,89.32,3,13.40,3,0.00,89.68,PP
11061,126.28,3,18.95,17,6.77,126.61,CC
11062,259.10,7,90.69,3,0.00,260.04,CC
11063,175.32,0,0.00,17,23.77,175.55,Auto
11064,126.93,3,19.04,3,0.00,127.37,CC
11065,49.89,0,0.00,17,2.14,49.95,CC
11066,125.40,0,0.00,17,0.00,125.40,CC
