ID,Gender,MaritalStatus,NumChildren,EstIncome,CarOwner,Age,MonthsAsCustomer,MemberShipPlan
10171,M,Married,0,13535,N,28,3,Family Platinum
10172,F,Single,2,64223,N,24,20,Unlimited
10173,F,Single,1,49930,N,27,37,Platinum
10174,F,Married,2,12501,Y,48,84,Family Silver
10175,M,Single,0,50368,Y,19,2,Gold
10176,M,Single,0,97879,Y,23,8,Unlimited
10177,M,Married,1,49827,Y,36,113,Family Silver
10178,M,Married,2,16857,Y,52,22,Family Platinum
10179,M,Single,1,80366,N,18,10,Platinum
10180,M,Single,0,97179,Y,21,6,Platinum
10181,F,Single,1,906604,N,30,117,Unlimited
10182,F,Married,0,99126,Y,52,100,Family Platinum
10183,M,Married,0,51667,N,53,75,Family Platinum
10184,M,Married,0,26147,Y,80,72,Family Military
10185,M,Married,0,675362,Y,45,7,Family Platinum
10186,M,Single,2,22791,Y,18,9,Unlimited
10187,F,Single,0,70554,Y,25,50,Unlimited
10188,M,Married,1,21544,Y,23,24,Family Unlimited
10189,M,Married,0,55278,Y,47,88,Family Silver
10190,F,Single,1,79357,Y,29,115,Unlimited
10191,M,Married,0,29670,N,30,18,Family Platinum
10192,F,Single,1,21791,Y,29,48,Unlimited
10193,F,Married,1,28632,Y,27,50,Family Silver
10194,M,Single,1,87197,Y,97,107,Platinum
10195,M,Single,1,20873,Y,22,43,Silver
10196,F,Married,1,24917,Y,50,92,Family Unlimited
10197,F,Single,0,32154,Y,23,29,Silver
10198,M,Married,2,3465,Y,35,11,Family Military
10199,F,Single,0,79534,Y,83,72,Platinum
10200,F,Single,0,74983,N,25,81,Gold
10201,F,Single,2,10451,Y,23,31,Silver
10202,F,Married,2,414971,Y,42,106,Family Platinum
10203,M,Single,0,50234,Y,75,48,Gold
10204,M,Single,0,706689,Y,19,20,Gold
10205,M,Single,0,3877,N,19,24,Unlimited
10206,F,Married,2,12295,Y,39,81,Family Gold
10207,F,Married,2,32459,Y,31,13,Family Gold
10208,M,Married,0,76963,Y,49,84,Family Unlimited
10209,M,Married,5,88907,N,50,110,Family Silver
10210,F,Married,0,522811,Y,29,105,Family Gold
10211,F,Single,1,76969,Y,26,11,Gold
10212,M,Single,0,55172,Y,23,42,Platinum
10213,M,Married,0,49451,Y,38,13,Family Silver
10214,M,Married,0,42365,Y,35,8,Family Platinum
10215,F,Single,0,40915,Y,21,37,Unlimited
10216,F,Single,0,35585,N,24,38,Platinum
10217,M,Married,1,829239,N,51,72,Family Military
10218,M,Single,1,865654,Y,22,31,Platinum
10219,M,Single,1,99814,Y,22,12,Unlimited
10220,F,Married,2,399257,Y,24,58,Family Military
10221,F,Married,2,42556,N,36,53,Family Gold
10222,F,Married,1,499028,Y,40,47,Family Gold
10223,M,Married,0,18313,Y,37,80,Family Unlimited
10224,M,Married,1,33946,Y,32,49,Family Unlimited
10225,M,Single,0,90226,Y,21,14,Platinum
10226,F,Married,0,71618,N,71,82,Family Unlimited
10227,F,Single,1,85739,N,19,16,Gold
10228,F,Single,0,617965,N,23,59,Unlimited
10229,F,Single,1,50453,N,29,38,Silver
10230,F,Single,0,58193,Y,24,35,Silver
10231,F,Single,0,64202,Y,26,101,Silver
10232,M,Single,1,18703,N,19,20,Silver
10233,F,Single,0,31068,N,19,2,Unlimited
10234,M,Married,4,72610,N,51,39,Family Gold
10235,M,Married,1,17699,Y,33,101,Family Gold
10236,M,Single,0,43660,N,23,33,Gold
10237,F,Married,0,63781,Y,51,52,Family Gold
10238,M,Married,2,325676,Y,27,70,Family Gold
10239,F,Single,0,927009,Y,22,25,Unlimited
10240,F,Married,1,38117,Y,45,85,Family Silver
10241,M,Single,2,71605,Y,29,40,Silver
10242,F,Married,0,17020,Y,37,89,Family Military
10243,F,Married,1,76626,Y,44,2,Family Platinum
10244,F,Single,1,48331,Y,24,46,Silver
10245,M,Single,0,92912,N,20,6,Gold
10246,M,Married,1,37791,Y,49,3,Family Platinum
10247,F,Married,1,53005,N,44,5,Family Silver
10248,F,Single,0,6294,Y,24,69,Silver
10249,F,Single,0,2336,Y,23,1,Unlimited
10250,M,Married,0,88129,Y,34,48,Family Platinum
10251,F,Single,0,78835,Y,27,22,Silver
10252,M,Married,4,20855,Y,44,118,Family Platinum
10253,M,Married,1,26555,N,35,28,Family Military
10254,F,Single,0,10975,N,30,37,Gold
10255,F,Single,1,16035,N,33,120,Platinum
10256,F,Married,2,297954,Y,24,32,Family Silver
10257,F,Single,0,72656,N,65,16,Silver
10258,F,Single,1,66804,N,25,24,Silver
10259,M,Married,1,38067,Y,52,25,Family Unlimited
10260,M,Single,1,82933,Y,24,38,Silver
10261,M,Single,1,920054,N,22,19,Platinum
10262,F,Single,2,6956,Y,19,2,Gold
10263,M,Married,0,674430,Y,54,37,Family Gold
10264,F,Married,0,10721,Y,38,73,Family Unlimited
10265,F,Single,0,18385,N,27,106,Platinum
10266,F,Single,0,75575,Y,29,39,Silver
10267,F,Single,1,21502,Y,19,13,Platinum
10268,F,Married,0,70076,Y,54,74,Family Gold
10269,F,Single,0,78288,Y,21,24,Platinum
10270,M,Single,0,81917,Y,84,84,Gold
10271,M,Single,1,519248,Y,22,58,Unlimited
10272,M,Single,0,58690,Y,23,12,Unlimited
10273,M,Single,2,62305,Y,29,5,Gold
10274,F,Married,0,266365,Y,53,39,Family Unlimited
10275,M,Married,1,54481,Y,32,42,Family Unlimited
10276,F,Single,3,24882,Y,23,2,Platinum
10277,F,Married,1,690405,Y,50,10,Family Unlimited
10278,F,Married,0,59677,N,74,46,Family Unlimited
10279,F,Single,1,9637,N,27,15,Unlimited
10280,F,Single,1,96550,N,43,101,Gold
10281,F,Single,7,90536,Y,30,82,Gold
10282,F,Married,0,87310,Y,35,31,Family Silver
10283,F,Married,0,56184,Y,50,89,Family Military
10284,M,Married,0,98709,Y,46,114,Family Platinum
10285,M,Single,2,82747,Y,28,84,Gold
10286,F,Single,0,8629,Y,22,53,Platinum
10287,F,Married,0,19948,Y,45,74,Family Silver
10288,F,Married,4,26379,N,32,38,Family Platinum
10289,F,Married,2,46953,N,40,94,Family Silver
10290,F,Single,0,95365,N,20,12,Platinum
10291,F,Married,1,81631,N,31,63,Family Silver
10292,M,Married,0,36325,Y,31,40,Family Gold
10293,M,Single,1,33261,Y,19,15,Platinum
10294,M,Single,1,75084,Y,52,44,Platinum
10295,M,Married,2,503983,Y,29,74,Family Platinum
10296,F,Married,0,9542,Y,25,72,Family Unlimited
10297,M,Single,0,13222,N,81,14,Unlimited
10298,F,Married,1,56556,Y,62,14,Family Unlimited
10299,M,Married,0,91336,N,38,68,Family Unlimited
10300,F,Single,1,25880,Y,29,30,Silver
10301,F,Married,1,82275,Y,38,1,Family Military
10302,M,Married,0,82016,Y,42,25,Family Unlimited
10303,F,Married,1,51993,Y,36,71,Family Gold
10304,M,Married,0,275111,N,66,33,Family Platinum
10305,M,Married,0,4758,N,83,64,Family Platinum
10306,F,Married,0,13192,Y,69,66,Family Silver
10307,F,Married,1,73666,Y,34,47,Family Silver
10308,F,Married,0,83118,Y,34,83,Family Platinum
10309,M,Married,0,95372,Y,36,4,Family Silver
10310,M,Single,1,95543,Y,18,8,Gold
10311,M,Single,0,33130,Y,30,62,Silver
10312,F,Married,7,63385,Y,46,55,Family Platinum
10313,F,Single,0,93684,Y,21,36,Silver
10314,F,Single,1,27157,Y,24,63,Unlimited
10315,F,Single,1,31511,Y,18,7,Platinum
10316,F,Married,0,49356,N,24,29,Family Silver
10317,F,Married,0,34333,Y,23,5,Family Platinum
10318,F,Single,1,97913,Y,29,113,Silver
10319,M,Married,2,80076,Y,49,100,Family Military
10320,M,Single,0,79617,Y,19,2,Platinum
10321,M,Single,0,38239,N,95,24,Gold
10322,F,Married,0,44665,Y,51,115,Family Platinum
10323,F,Single,1,87084,Y,27,15,Unlimited
10324,M,Married,0,81862,N,54,2,Family Gold
10325,F,Married,2,93286,N,31,59,Family Gold
10326,M,Single,1,231919,Y,18,2,Unlimited
10327,F,Single,0,39425,Y,28,62,Silver
10328,F,Married,0,10161,Y,24,81,Family Silver
10329,M,Married,0,946731,Y,52,34,Family Unlimited
10330,F,Married,0,87667,Y,23,44,Family Military
10331,M,Single,0,28108,Y,29,38,Silver
10332,F,Married,5,15594,Y,46,56,Family Unlimited
10333,M,Married,2,584606,Y,38,2,Family Platinum
10334,M,Single,1,55517,Y,27,119,Unlimited
10335,F,Single,2,97229,Y,18,10,Gold
10336,M,Married,1,57005,Y,55,80,Family Unlimited
10337,M,Single,0,60701,N,67,110,Unlimited
10338,F,Married,0,26659,Y,39,70,Family Military
10339,M,Married,2,27748,Y,51,21,Family Platinum
10340,M,Married,0,24358,N,28,95,Family Silver
10341,M,Single,0,20277,N,24,5,Platinum
10342,F,Single,0,42689,Y,29,76,Unlimited
10343,M,Single,0,49125,Y,19,15,Platinum
10344,M,Married,2,67496,N,37,88,Family Silver
10345,M,Married,0,321632,Y,52,20,Family Platinum
10346,M,Married,0,23741,N,25,93,Family Unlimited
10347,M,Single,0,45809,Y,29,77,Unlimited
10348,F,Single,6,31066,Y,25,48,Unlimited
10349,M,Single,2,37633,N,20,16,Gold
10350,M,Single,0,75855,Y,27,9,Gold
10351,M,Married,0,43583,Y,23,33,Family Military
10352,M,Married,0,9410,N,65,103,Family Silver
10353,M,Single,0,10903,Y,22,3,Unlimited
10354,M,Married,2,281927,Y,26,41,Family Gold
10355,F,Single,0,1505,N,21,31,Platinum
10356,F,Single,2,93796,N,19,13,Silver
10357,F,Married,8,490110,Y,40,40,Family Platinum
10358,M,Married,3,40688,Y,37,119,Family Gold
10359,F,Single,1,79886,Y,20,4,Unlimited
10360,F,Single,0,81521,Y,66,30,Platinum
10361,M,Single,0,70464,Y,18,9,Platinum
10362,F,Married,1,672136,Y,39,19,Family Unlimited
10363,F,Single,2,639646,Y,24,45,Gold
10364,F,Married,2,270371,N,27,31,Family Platinum
10365,M,Single,1,21234,Y,21,1,Gold
10366,F,Single,1,13796,Y,18,11,Platinum
10367,M,Single,0,69865,Y,22,17,Platinum
10368,M,Married,1,537958,N,27,9,Family Platinum
10369,M,Single,0,79938,Y,22,17,Silver
10370,M,Married,2,66817,Y,39,3,Family Gold
10371,M,Single,1,74570,Y,23,50,Silver
10372,F,Single,0,67849,Y,26,81,Silver
10373,M,Single,1,13360,N,30,48,Gold
10374,F,Married,2,36184,Y,35,91,Family Gold
10375,F,Married,0,14458,Y,54,71,Family Platinum
10376,F,Married,0,36814,Y,35,72,Family Unlimited
10377,M,Single,0,81304,Y,30,84,Platinum
10378,M,Married,1,1803,Y,38,83,Family Platinum
10379,F,Single,2,3246,Y,25,42,Platinum
10380,M,Married,0,90978,Y,40,52,Family Gold
10381,M,Married,1,8368,Y,28,93,Family Military
10382,M,Single,1,66375,Y,29,85,Gold
10383,F,Single,0,86015,N,62,102,Unlimited
10384,F,Single,0,32423,N,88,26,Silver
10385,M,Single,0,63176,Y,27,76,Platinum
10386,F,Married,2,25199,Y,36,119,Family Silver
10387,F,Married,2,82769,Y,52,81,Family Military
10388,M,Married,0,19073,Y,50,48,Family Gold
10389,F,Married,0,68878,Y,44,101,Family Platinum
10390,F,Married,0,52616,N,47,69,Family Military
10391,M,Married,0,16898,Y,83,114,Family Platinum
10392,M,Single,2,82514,N,18,1,Gold
10393,M,Married,0,10806,Y,35,85,Family Military
10394,M,Single,1,716178,Y,29,12,Platinum
10395,M,Married,0,90471,N,38,1,Family Gold
10396,M,Married,1,55354,N,38,3,Family Silver
10397,M,Single,1,30303,N,29,77,Platinum
10398,F,Married,1,76702,Y,63,20,Family Silver
10399,F,Single,0,47177,N,22,37,Platinum
10400,M,Married,2,40448,Y,51,44,Family Platinum
10401,M,Single,0,698333,Y,27,30,Silver
10402,F,Married,0,25185,N,47,88,Family Gold
10403,M,Single,1,94944,Y,18,8,Platinum
10404,M,Married,1,84687,Y,44,82,Family Gold
10405,F,Single,0,66505,Y,18,12,Gold
10406,M,Single,0,66394,Y,23,10,Unlimited
10407,F,Married,2,69029,Y,36,51,Family Platinum
10408,M,Single,0,35289,N,74,40,Unlimited
10409,M,Married,2,26231,Y,30,111,Family Gold
10410,M,Married,1,75726,N,37,109,Family Platinum
10411,F,Married,0,93067,Y,41,22,Family Silver
10412,M,Single,1,93454,N,30,82,Platinum
10413,M,Single,0,777070,N,66,77,Silver
10414,F,Married,0,1297,Y,33,76,Family Silver
10415,F,Single,0,39707,Y,25,84,Silver
10416,F,Single,1,873093,Y,18,8,Silver
10417,M,Single,0,80796,Y,28,13,Unlimited
10418,F,Single,0,7305,Y,30,65,Unlimited
10419,F,Married,0,760466,Y,76,104,Family Unlimited
10420,F,Married,2,76403,Y,48,42,Family Military
10421,M,Single,1,54297,N,23,56,Silver
10422,F,Married,0,782748,Y,39,9,Family Silver
10423,M,Married,0,64145,Y,83,14,Family Military
10424,M,Married,0,74467,Y,41,91,Family Unlimited
10425,F,Married,0,21235,Y,42,30,Family Gold
10426,F,Married,0,46187,N,32,14,Family Silver
10427,F,Married,0,87640,Y,37,68,Family Platinum
10428,M,Single,2,12665,N,23,3,Unlimited
10429,M,Married,0,265507,N,37,88,Family Unlimited
10430,M,Single,0,76873,Y,26,39,Silver
10431,F,Married,1,23736,Y,29,108,Family Unlimited
10432,M,Married,0,84843,Y,23,55,Family Platinum
10433,M,Married,1,6567,Y,52,74,Family Platinum
10434,F,Married,0,1435,N,35,59,Family Military
10435,F,Married,0,13408,Y,52,39,Family Unlimited
10436,F,Married,1,15452,N,42,56,Family Unlimited
10437,F,Married,2,43835,Y,40,20,Family Gold
10438,F,Married,2,469488,N,35,104,Family Silver
10439,M,Married,1,93851,N,37,88,Family Unlimited
10440,M,Single,1,40483,Y,93,89,Gold
10441,M,Married,0,499939,Y,47,118,Family Gold
10442,F,Married,1,9942,Y,46,41,Family Military
10443,F,Single,1,95355,Y,25,89,Gold
10444,F,Single,1,55413,Y,19,5,Platinum
10445,M,Married,2,50248,Y,36,11,Family Silver
10446,M,Married,0,38415,N,29,27,Family Military
10447,F,Single,1,816302,Y,20,6,Unlimited
10448,F,Married,0,35775,Y,33,100,Family Silver
10449,M,Married,1,363,Y,84,73,Family Silver
10450,F,Single,1,20492,Y,24,83,Platinum
10451,F,Married,0,49791,Y,39,81,Family Platinum
10452,F,Single,0,187478,Y,19,18,Unlimited
10453,F,Single,0,42734,N,29,22,Platinum
10454,F,Married,0,23220,Y,40,47,Family Silver
10455,M,Single,1,75145,Y,30,34,Gold
10456,M,Single,0,15282,Y,25,7,Gold
10457,M,Married,1,17847,N,39,71,Family Silver
10458,M,Single,0,10574,Y,19,22,Unlimited
10459,M,Single,0,377363,Y,23,36,Unlimited
10460,F,Single,2,165914,Y,21,37,Silver
10461,M,Married,1,98737,Y,40,37,Family Military
10462,M,Married,1,1046,Y,37,12,Family Gold
10463,F,Married,1,2680,Y,36,31,Family Silver
10464,F,Married,1,25160,N,51,91,Family Silver
10465,F,Single,1,25896,Y,25,64,Gold
10466,M,Married,0,61856,N,46,34,Family Unlimited
10467,M,Married,0,566309,N,43,114,Family Unlimited
10468,M,Married,0,30140,N,63,19,Family Military
10469,F,Single,0,326,Y,28,35,Silver
10470,M,Married,2,39056,Y,24,2,Family Unlimited
10471,M,Single,1,58980,N,19,20,Unlimited
10472,F,Single,1,42333,Y,26,61,Gold
10473,M,Married,0,16210,Y,31,25,Family Silver
10474,F,Single,1,269938,Y,18,1,Platinum
10475,M,Married,1,57149,N,39,62,Family Platinum
10476,F,Single,1,45021,Y,24,2,Platinum
10477,M,Single,1,24265,Y,21,21,Silver
10478,M,Married,0,93129,Y,41,10,Family Platinum
10479,M,Single,1,11263,Y,25,91,Platinum
10480,F,Married,2,59234,N,37,64,Family Military
10481,M,Single,0,5758,Y,19,14,Unlimited
10482,F,Married,1,65239,Y,23,11,Family Silver
10483,F,Married,2,99676,N,49,99,Family Gold
10484,M,Single,0,53616,N,36,87,Gold
10485,M,Single,0,36676,Y,30,75,Unlimited
10486,F,Single,0,17138,Y,25,30,Gold
10487,F,Married,2,65719,Y,48,96,Family Silver
10488,F,Married,2,22191,Y,33,26,Family Military
10489,F,Single,1,566894,N,29,28,Unlimited
10490,M,Single,0,79019,Y,18,3,Unlimited
10491,F,Single,0,31048,N,30,8,Silver
10492,F,Married,1,85283,Y,24,63,Family Unlimited
10493,M,Single,1,44705,Y,20,13,Gold
10494,F,Married,0,39383,Y,54,9,Family Silver
10495,M,Married,2,509901,N,41,67,Family Unlimited
10496,F,Married,8,84772,Y,26,20,Family Silver
10497,F,Married,2,42475,Y,49,117,Family Silver
10498,F,Single,0,30799,N,21,15,Platinum
10499,M,Married,1,4884,N,40,11,Family Unlimited
10500,M,Single,0,33969,Y,30,56,Platinum
10501,F,Married,1,755301,Y,51,4,Family Silver
10502,M,Single,1,51438,N,24,33,Unlimited
10503,M,Married,0,23773,N,32,111,Family Military
10504,F,Single,0,11450,Y,44,13,Platinum
10505,F,Single,1,48151,N,24,48,Unlimited
10506,F,Married,1,8622,Y,34,104,Family Silver
10507,F,Married,1,41858,Y,37,2,Family Silver
10508,M,Single,0,53204,N,20,29,Platinum
10509,F,Single,1,82610,N,19,20,Unlimited
10510,M,Married,0,48596,N,46,110,Family Military
10511,M,Married,2,23882,Y,43,109,Family Military
10512,F,Married,2,4267,Y,41,26,Family Unlimited
10513,B,Married,1,88145,Y,24,62,Family Unlimited
10514,F,Single,0,31207,N,29,23,Platinum
10515,M,Married,0,22186,Y,28,83,Family Silver
10516,F,Married,1,674589,Y,36,38,Family Military
10517,F,Married,2,42608,Y,32,6,Family Platinum
10518,M,Single,1,70863,Y,29,22,Gold
10519,M,Married,0,58528,Y,35,26,Family Silver
10520,M,Married,0,43868,Y,31,77,Family Unlimited
10521,M,Married,2,70068,Y,47,87,Family Military
10522,M,Married,0,78092,Y,52,64,Family Gold
10523,M,Married,1,67170,Y,35,67,Family Platinum
10524,F,Single,1,14703,N,20,13,Unlimited
10525,F,Single,0,418474,Y,23,12,Unlimited
10526,M,Single,0,72796,Y,23,59,Gold
10527,M,Single,0,26243,Y,30,113,Platinum
10528,M,Married,2,20538,Y,36,98,Family Military
10529,F,Married,0,6459,Y,28,13,Family Platinum
10530,M,Married,1,38847,Y,53,7,Family Silver
10531,F,Married,0,96141,Y,27,34,Family Platinum
10532,F,Married,5,583813,Y,47,50,Family Platinum
10533,M,Married,0,8081,Y,23,18,Family Silver
10534,F,Married,1,91208,Y,41,38,Family Silver
10535,F,Single,1,957,Y,21,2,Silver
10536,F,Married,0,46746,N,53,65,Family Unlimited
10537,F,Single,0,846037,Y,30,107,Platinum
10538,M,Married,1,31207,N,34,33,Family Military
10539,F,Married,0,57275,Y,49,7,Family Military
10540,F,Married,2,69139,Y,25,14,Family Military
10541,M,Married,2,56362,Y,42,12,Family Gold
10542,M,Single,0,22927,Y,25,56,Platinum
10543,F,Married,2,5629,N,36,75,Family Military
10544,F,Single,6,46252,Y,26,107,Platinum
10545,M,Single,1,78808,Y,24,30,Silver
10546,F,Single,0,57685,Y,21,3,Silver
10547,F,Married,1,48972,Y,46,21,Family Platinum
10548,M,Married,0,336048,Y,45,105,Family Military
10549,F,Single,1,48765,N,30,90,Gold
10550,F,Married,0,996025,Y,33,120,Family Unlimited
10551,F,Married,1,57058,Y,50,99,Family Unlimited
10552,F,Married,2,35573,Y,48,77,Family Silver
10553,M,Married,1,17771,N,32,76,Family Silver
10554,F,Married,0,14386,Y,29,102,Family Platinum
10555,M,Married,2,5794,Y,46,91,Family Silver
10556,F,Single,0,41429,Y,19,23,Silver
10557,F,Single,1,43562,Y,30,112,Unlimited
10558,M,Single,1,77931,Y,18,11,Gold
10559,F,Single,2,44278,Y,18,8,Silver
10560,M,Single,0,54896,Y,18,2,Unlimited
10561,M,Single,0,11653,Y,25,29,Unlimited
10562,F,Single,2,48140,N,20,5,Unlimited
10563,F,Married,1,70705,Y,30,24,Family Military
10564,F,Married,0,25786,N,33,106,Family Unlimited
10565,F,Single,0,41371,Y,24,60,Gold
10566,F,Married,0,12623,N,66,46,Family Silver
10567,F,Single,0,55544,Y,18,11,Unlimited
10568,F,Married,9,85400,Y,41,105,Family Gold
10569,M,Single,1,55420,Y,70,104,Platinum
10570,F,Single,1,33539,Y,28,12,Gold
10571,M,Single,1,524669,Y,22,16,Silver
10572,M,Single,0,484866,Y,19,8,Gold
10573,F,Married,0,82627,Y,44,88,Family Platinum
10574,M,Single,1,44862,Y,27,10,Gold
10575,F,Married,1,70347,N,48,35,Family Silver
10576,M,Married,0,35155,Y,40,55,Family Gold
10577,M,Married,1,52037,N,25,83,Family Gold
10578,M,Married,4,41284,Y,33,36,Family Gold
10579,F,Married,2,34473,Y,31,62,Family Military
10580,F,Single,0,55188,Y,20,12,Unlimited
10581,F,Married,2,68967,Y,43,43,Family Platinum
10582,F,Single,1,65930,Y,23,67,Unlimited
10583,F,Married,6,57234,N,50,57,Family Platinum
10584,F,Married,0,26187,N,52,100,Family Unlimited
10585,M,Married,0,42794,N,80,44,Family Platinum
10586,M,Married,0,128863,N,50,67,Family Gold
10587,M,Single,0,82441,Y,25,37,Unlimited
10588,M,Single,0,34586,Y,28,59,Platinum
10589,F,Married,0,78879,Y,45,37,Family Platinum
10590,M,Married,0,25391,N,24,59,Family Unlimited
10591,M,Single,0,33554,Y,20,15,Unlimited
10592,M,Married,0,10269,N,56,6,Family Unlimited
10593,F,Married,0,8994,Y,25,34,Family Military
10594,M,Single,0,56204,Y,22,19,Silver
10595,M,Married,0,78481,N,23,11,Family Platinum
10596,M,Married,0,513405,Y,44,57,Family Unlimited
10597,F,Single,0,91390,Y,27,60,Gold
10598,F,Single,1,99481,Y,21,41,Platinum
10599,M,Single,0,37004,Y,28,79,Platinum
10600,F,Single,2,87125,N,23,61,Gold
10601,M,Married,1,427283,N,47,77,Family Silver
10602,F,Married,1,86500,Y,42,45,Family Platinum
10603,F,Married,2,86770,Y,32,82,Family Military
10604,F,Married,1,66014,Y,44,57,Family Silver
10605,M,Single,0,54439,Y,25,75,Silver
10606,F,Married,2,56746,Y,28,49,Family Unlimited
10607,F,Married,0,15479,Y,52,7,Family Military
10608,M,Married,1,76469,N,40,65,Family Platinum
10609,M,Single,0,77710,Y,23,32,Silver
10610,F,Single,0,245296,Y,22,36,Silver
10611,M,Single,0,43917,Y,28,65,Platinum
10612,F,Single,1,53537,Y,26,81,Platinum
10613,F,Married,1,14185,Y,35,59,Family Silver
10614,M,Married,1,852136,Y,23,26,Family Platinum
10615,F,Married,3,80961,Y,52,47,Family Platinum
10616,M,Married,1,59479,Y,25,14,Family Platinum
10617,M,Single,0,44626,Y,26,81,Silver
10618,M,Single,0,33868,Y,18,5,Gold
10619,F,Single,0,43637,Y,21,23,Platinum
10620,F,Married,7,32742,N,35,68,Family Platinum
10621,M,Single,0,81438,N,22,32,Unlimited
10622,F,Married,2,43097,Y,41,54,Family Military
10623,F,Single,1,60211,Y,27,17,Silver
10624,F,Married,0,15582,Y,26,76,Family Silver
10625,F,Single,0,34842,Y,21,11,Platinum
10626,M,Married,0,67050,Y,42,17,Family Military
10627,F,Married,0,18864,Y,49,29,Family Unlimited
10628,F,Single,0,25026,Y,22,59,Unlimited
10629,F,Single,0,90152,Y,30,115,Platinum
10630,M,Single,0,53447,Y,28,91,Silver
10631,M,Married,0,359708,N,23,25,Family Platinum
10632,M,Married,3,87061,Y,34,108,Family Military
10633,M,Single,1,10572,Y,23,21,Unlimited
10634,F,Single,0,13703,Y,23,28,Platinum
10635,F,Married,0,88080,N,72,76,Family Unlimited
10636,F,Single,2,941517,N,29,88,Gold
10637,M,Married,2,687550,Y,33,103,Family Platinum
10638,M,Married,8,45256,Y,31,22,Family Military
10639,F,Single,0,20181,Y,26,6,Unlimited
10640,M,Single,0,873726,Y,19,24,Unlimited
10641,M,Married,1,778783,N,28,10,Family Platinum
10642,M,Married,1,63073,N,25,22,Family Silver
10643,F,Single,1,32114,Y,22,48,Unlimited
10644,F,Married,0,26889,Y,50,106,Family Unlimited
10645,F,Single,0,1693,N,30,66,Unlimited
10646,M,Married,0,17116,Y,69,77,Family Unlimited
10647,F,Single,0,95478,Y,29,113,Unlimited
10648,M,Single,8,83918,Y,25,1,Unlimited
10649,M,Single,0,728769,Y,19,17,Silver
10650,M,Single,2,15103,Y,20,12,Silver
10651,M,Single,2,49855,Y,20,33,Platinum
10652,F,Married,2,56054,Y,35,27,Family Silver
10653,M,Single,1,14699,Y,30,19,Silver
10654,M,Married,1,315008,Y,39,30,Family Gold
10655,M,Married,2,54420,Y,30,116,Family Unlimited
10656,F,Married,0,730232,Y,27,75,Family Unlimited
10657,M,Single,0,429903,Y,25,44,Gold
10658,M,Single,0,56380,Y,28,58,Gold
10659,F,Single,4,10392,Y,28,29,Gold
10660,F,Single,1,41817,N,27,120,Platinum
10661,M,Married,1,339745,N,53,97,Family Platinum
10662,M,Married,2,25186,N,52,17,Family Silver
10663,F,Single,0,69055,Y,24,27,Unlimited
10664,F,Married,2,92217,Y,23,66,Family Military
10665,F,Married,2,785288,N,26,57,Family Military
10666,M,Married,0,30630,N,40,37,Family Silver
10667,M,Married,1,545104,N,30,116,Family Gold
10668,F,Married,0,43598,Y,29,22,Family Military
10669,M,Single,0,21819,Y,19,2,Unlimited
10670,M,Single,1,16660,N,27,12,Gold
10671,F,Married,0,79824,N,81,86,Family Platinum
10672,F,Single,1,78458,N,21,31,Gold
10673,M,Married,0,959465,N,42,96,Family Military
10674,M,Single,0,8995,Y,30,99,Unlimited
10675,M,Married,2,31926,Y,41,95,Family Platinum
10676,F,Married,0,729759,Y,71,3,Family Silver
10677,F,Married,0,60162,N,28,68,Family Unlimited
10678,M,Married,0,844014,Y,60,75,Family Gold
10679,M,Married,0,28698,Y,43,49,Family Platinum
10680,M,Single,0,85235,Y,30,28,Silver
10681,M,Single,0,2173,N,77,31,Unlimited
10682,F,Single,8,66164,Y,27,70,Gold
10683,F,Married,0,86824,Y,38,58,Family Gold
10684,M,Married,3,85655,N,43,36,Family Military
10685,F,Single,3,80749,Y,26,4,Unlimited
10686,M,Single,1,62241,N,29,77,Platinum
10687,M,Married,1,91407,N,29,43,Family Military
10688,M,Married,0,79057,Y,42,104,Family Gold
10689,F,Single,1,31651,Y,19,2,Unlimited
10690,M,Married,2,9297,Y,26,52,Family Platinum
10691,F,Single,1,73842,N,26,86,Unlimited
10692,F,Married,0,6053,Y,44,86,Family Unlimited
10693,F,Married,1,99915,Y,24,26,Family Gold
10694,F,Married,0,69008,N,25,47,Family Military
10695,M,Single,1,25601,N,19,17,Unlimited
10696,F,Single,1,642,N,26,107,Gold
10697,M,Single,1,94495,Y,23,29,Unlimited
10698,M,Single,0,70201,Y,25,38,Gold
10699,F,Single,0,30102,Y,23,12,Gold
10700,F,Married,0,80805,Y,23,12,Family Gold
10701,F,Single,7,50004,N,25,20,Silver
10702,F,Single,1,37035,Y,25,38,Unlimited
10703,F,Married,1,33327,Y,34,110,Family Platinum
10704,F,Married,7,10740,Y,45,120,Family Platinum
10705,M,Single,0,2357,Y,18,5,Platinum
10706,M,Single,0,69568,Y,28,9,Gold
10707,M,Single,4,17571,Y,29,56,Gold
10708,M,Single,2,898296,Y,23,47,Unlimited
10709,M,Married,2,48527,N,32,32,Family Silver
10710,M,Married,1,96565,N,26,55,Family Military
10711,M,Single,0,41170,Y,23,36,Gold
10712,M,Married,6,13915,Y,31,119,Family Platinum
10713,M,Single,0,73992,N,19,5,Gold
10714,M,Single,0,74803,N,22,44,Silver
10715,F,Married,1,70799,Y,31,40,Family Platinum
10716,M,Single,0,84432,N,27,113,Silver
10717,F,Married,2,19854,Y,38,88,Family Gold
10718,F,Single,1,44136,Y,20,18,Unlimited
10719,M,Single,0,62935,Y,29,35,Gold
