"Age","CarOwner","EstIncome","Gender","ID","MaritalStatus","MemberShipPlan","MonthsAsCustomer","NumChildren","AccessoriesPaid","AvgMonthlySpend","BillMonthlyDate","LastBillAmount","LatePaymentCharges","LatePaymentCount","PaymentType","DroppedCalls","SupportCallsYear","SupportCallsMonth","ComplaintsYear","ComplaintsMonth","CHURN"
"26","N","15500","F","9641","Married","Family Gold","5","0","22.94","122.67","17","118.08","0.00","0","PP","0","0","0","2","1","F"
"22","N","90518","F","9676","Single","Gold","59","2","0.00","64.21","3","63.99","12.80","4","CC","3","0","0","0","0","T"
"50","Y","52092","F","9682","Married","Family Platinum","76","0","44.88","144.24","17","143.64","0.00","0","Auto","1","0","0","0","0","F"
"29","N","91627","M","9711","Married","Family Silver","64","0","0.00","85.35","17","85.35","0.00","0","Auto","1","0","0","0","0","F"
"50","Y","53353","F","9715","Married","Family Unlimited","41","0","0.00","229.86","17","229.30","22.93","2","ACH","2","0","0","0","0","F"
"41","Y","95105","F","9717","Married","Family Gold","57","0","16.60","119.45","3","118.74","23.75","4","CC","0","0","0","0","0","F"
"21","Y","98090","M","9764","Single","Unlimited","21","1","0.00","181.20","17","181.20","0.00","0","PP","2","1","1","4","2","T"
"24","Y","86046","F","9784","Single","Silver","66","0","0.00","42.40","17","42.30","6.35","3","CC","0","7","2","0","0","F"
"18","N","34797","M","9800","Single","Gold","10","1","38.27","72.74","3","68.91","0.00","0","CC","3","1","0","4","2","T"
"29","Y","34956","F","9811","Single","Gold","15","0","27.71","64.61","17","62.76","0.00","0","CC","2","5","1","2","1","F"
"41","Y","59641","M","9888","Married","Family Military","93","0","53.48","125.15","17","124.04","49.62","8","CC","4","0","0","7","4","T"
"21","Y","14831","F","9950","Single","Gold","11","0","0.00","62.62","17","62.62","0.00","0","PP","3","23","3","2","1","T"
"27","Y","18288","M","9979","Single","Silver","106","0","3.05","46.81","17","46.58","20.97","9","CC","3","4","4","2","1","F"
"47","Y","8670","F","10019","Married","Family Unlimited","97","1","21.33","178.45","17","178.13","8.91","1","CC","3","1","1","3","2","T"
"22","Y","99211","M","10028","Single","Unlimited","31","0","0.00","100.39","3","100.39","0.00","0","Auto","2","0","0","4","2","T"
"31","Y","28515","M","10060","Married","Family Silver","109","0","0.00","122.56","3","121.50","115.43","19","CK","3","28","5","3","2","T"
"45","N","76954","M","10075","Married","Family Gold","18","0","11.44","113.75","17","112.80","5.64","1","CC","2","0","0","2","1","F"
"39","Y","60614","M","10113","Married","Family Unlimited","8","0","48.07","185.54","3","179.53","0.00","0","CC","5","3","0","6","5","T"
"37","Y","63453","F","1016","Married","Family Platinum","56","2","59.28","143.21","3","142.15","0.00","0","Auto","0","0","0","0","0","F"
"52","Y","16857","M","10178","Married","Family Platinum","22","2","24.31","145.33","3","143.89","7.20","1","CC","5","0","0","8","4","F"
"47","Y","55278","M","10189","Married","Family Silver","88","0","41.29","86.46","17","85.99","0.00","0","Auto","0","5","1","1","0","F"
"35","Y","3465","M","10198","Married","Family Military","11","2","0.00","122.12","3","122.12","0.00","0","CC","0","3","0","2","1","F"
"26","Y","64202","F","10231","Single","Silver","101","0","41.11","45.58","17","45.17","0.00","0","Auto","0","0","0","0","0","F"
"28","N","76574","M","1026","Single","Unlimited","58","1","0.00","103.55","17","103.55","0.00","0","Auto","0","2","0","0","0","F"
"85","Y","251981","M","1028","Single","Platinum","64","0","0.00","87.96","3","87.61","21.91","5","CC","0","0","0","2","1","F"
"20","N","95365","F","10290","Single","Platinum","12","0","0.00","166.60","3","166.60","0.00","0","CC","4","18","2","2","1","T"
"24","N","49356","F","10316","Married","Family Silver","29","0","0.00","84.18","3","83.89","8.39","2","CC","3","0","0","0","0","F"
"29","Y","87615","M","1034","Single","Gold","88","1","47.55","62.82","17","62.24","3.12","1","CC","0","42","6","0","0","T"
"40","Y","490110","F","10357","Married","Family Platinum","40","8","0.00","149.11","3","148.55","22.29","3","CC","0","0","0","0","0","F"
"66","Y","81521","F","10360","Single","Platinum","30","0","0.00","81.66","3","81.66","0.00","0","Auto","3","0","0","2","1","T"
"29","Y","716178","M","10394","Single","Platinum","12","1","17.39","82.15","17","80.70","0.00","0","Auto","0","0","0","0","0","F"
"37","Y","87640","F","10427","Married","Family Platinum","68","0","12.86","184.57","3","183.70","45.93","5","PP","0","4","4","2","1","F"
"29","N","38415","M","10446","Married","Family Military","27","0","0.00","126.73","17","126.49","6.33","1","PP","0","2","2","1","0","F"
"37","Y","1046","M","10462","Married","Family Gold","12","1","16.79","117.97","3","115.60","11.56","2","CK","0","4","4","0","0","F"
"36","N","53616","M","10484","Single","Gold","87","0","16.85","69.06","17","68.86","0.00","0","Auto","0","1","1","0","0","F"
"28","Y","677460","M","1051","Single","Silver","36","2","0.00","40.72","3","40.60","4.06","2","CC","2","2","2","2","1","F"
"28","Y","22186","M","10515","Married","Family Silver","83","0","0.00","89.93","3","89.60","26.88","6","CC","3","2","0","0","0","F"
"26","Y","46252","F","10544","Single","Platinum","107","6","0.00","86.81","17","86.04","81.74","19","CK","2","19","3","0","0","T"
"30","Y","70705","F","10563","Married","Family Military","24","1","0.00","124.01","3","123.75","6.19","1","CC","1","0","0","0","0","F"
"21","Y","99481","F","10598","Single","Platinum","41","1","0.00","85.46","17","85.25","8.53","2","CC","2","1","1","3","2","T"
"52","Y","80961","F","10615","Married","Family Platinum","47","3","43.02","146.60","17","144.45","57.78","8","CK","0","34","4","2","1","T"
"49","Y","18864","F","10627","Married","Family Unlimited","29","0","0.00","170.58","3","170.58","0.00","0","Auto","2","0","0","1","0","F"
"29","Y","95478","F","10647","Single","Unlimited","113","0","7.81","105.37","3","104.37","104.37","20","CK","1","4","4","0","0","F"
"19","N","73992","M","10713","Single","Gold","5","0","10.78","105.56","17","103.40","0.00","0","PP","0","0","0","0","0","F"
"27","Y","79979","F","10758","Married","Family Unlimited","80","2","50.22","172.88","17","172.03","17.21","2","CC","0","10","2","0","0","F"
"42","N","537","F","10772","Married","Family Unlimited","2","2","0.00","171.56","3","171.56","0.00","0","Auto","2","0","0","0","0","F"
"23","Y","59470","F","10786","Single","Platinum","50","0","0.00","89.80","3","89.53","13.43","3","PP","1","25","4","0","0","T"
"34","N","25690","M","10813","Married","Family Silver","19","0","23.01","104.79","17","103.30","5.17","1","CC","0","0","0","0","0","F"
"19","N","3397","F","10821","Single","Unlimited","14","1","0.00","108.68","17","108.68","0.00","0","Auto","3","2","2","2","1","F"
"24","Y","490987","M","10855","Single","Gold","59","1","28.31","63.71","17","63.06","9.46","3","CC","0","6","6","0","0","F"
"37","Y","4771","F","10904","Married","Family Military","76","0","52.11","123.18","17","121.45","78.95","13","CK","3","9","2","3","2","T"
"30","Y","29935","F","1091","Single","Silver","88","1","0.00","45.15","3","45.15","0.00","0","Auto","0","36","4","0","0","T"
"43","Y","69151","M","10913","Married","Family Platinum","59","1","0.00","145.90","3","145.90","0.00","0","Auto","0","0","0","0","0","F"
"23","Y","927298","M","10920","Single","Gold","22","2","0.00","69.96","3","69.80","3.49","1","CC","5","49","5","6","3","T"
"24","Y","930058","F","10940","Single","Platinum","79","0","0.00","86.36","3","86.36","0.00","0","Auto","2","1","1","3","2","T"
"28","Y","32733","F","10946","Single","Platinum","112","1","24.11","89.08","3","88.54","35.42","8","CC","0","2","2","2","1","F"
"46","Y","596329","M","10998","Married","Family Military","24","5","0.00","129.37","17","129.37","0.00","0","Auto","0","0","0","0","0","F"
"89","Y","73028","M","11011","Single","Platinum","9","0","0.00","83.93","3","83.93","0.00","0","Auto","0","0","0","0","0","F"
"27","Y","3746","M","11115","Married","Family Military","2","2","26.43","133.93","3","120.71","0.00","0","CC","3","4","0","2","1","F"
"34","Y","258021","M","11141","Married","Family Silver","21","0","0.00","86.14","17","86.14","0.00","0","CC","4","0","0","5","4","F"
"18","N","52912","F","11163","Single","Gold","4","2","0.00","60.55","17","60.55","0.00","0","Auto","3","0","0","2","1","F"
"19","N","762410","M","1122","Single","Unlimited","23","1","0.08","104.97","3","104.96","0.00","0","Auto","5","0","0","5","4","T"
"23","Y","69876","F","11225","Single","Silver","10","2","23.33","48.86","17","46.52","0.00","0","PP","0","11","2","2","1","T"
"27","Y","89968","F","11229","Married","Family Silver","103","1","52.25","90.09","3","89.23","35.70","8","ACH","0","0","0","2","1","F"
"22","Y","6064","F","11241","Single","Silver","7","1","38.85","52.49","17","46.94","0.00","0","Auto","3","38","4","2","1","T"
"53","Y","83941","F","11322","Married","Family Platinum","94","0","0.00","141.64","17","141.56","7.08","1","CC","0","0","0","0","0","F"
"26","Y","33360","F","11333","Married","Family Gold","88","0","0.00","112.75","3","112.30","39.31","7","CC","0","0","0","2","1","F"
"48","Y","69722","M","11353","Married","Family Platinum","78","0","19.73","148.35","17","147.90","14.79","2","CC","3","1","1","0","0","T"
"19","N","79070","M","11436","Single","Gold","2","2","0.00","66.70","3","66.70","0.00","0","Auto","0","43","5","0","0","T"
"46","Y","18939","F","11469","Married","Family Military","34","0","20.56","123.98","17","123.37","0.00","0","Auto","3","0","0","0","0","F"
"29","Y","22529","F","11500","Single","Gold","43","2","36.79","63.42","3","62.56","0.00","0","Auto","4","4","4","6","4","T"
"51","Y","36548","M","11509","Married","Family Gold","67","0","0.00","116.13","17","115.09","69.06","12","CK","0","2","2","2","1","F"
"48","N","5240","B","11534","Married","Family Silver","84","1","9.02","84.93","17","84.82","0.00","0","Auto","0","0","0","1","0","F"
"50","Y","22975","F","11550","Married","Family Military","47","1","45.49","130.57","17","128.50","51.40","8","CK","0","2","2","2","1","F"
"88","Y","23370","M","11603","Single","Silver","64","0","0.00","44.99","3","44.60","24.53","11","CK","0","6","6","0","0","F"
"49","N","1190","M","11643","Married","Family Military","33","0","0.00","126.08","3","125.69","12.57","2","CC","0","1","1","2","1","F"
"53","N","43358","M","11651","Married","Family Gold","80","0","0.00","111.38","17","111.31","5.57","1","CC","0","3","0","0","0","F"
"34","N","27586","F","11750","Married","Family Silver","82","0","0.00","81.57","3","81.57","0.00","0","Auto","0","0","0","2","1","F"
"24","Y","74490","F","11785","Single","Unlimited","26","2","34.05","108.70","3","106.97","10.70","2","CC","1","11","4","0","0","T"
"40","N","13588","F","11799","Married","Family Silver","103","1","0.00","85.89","3","85.89","0.00","0","Auto","3","1","0","0","0","F"
"27","N","78296","M","11838","Married","Family Silver","36","2","38.20","89.22","3","87.91","8.80","2","ACH","0","0","0","0","0","F"
"36","Y","951291","F","11911","Married","Family Military","37","2","34.46","128.48","3","127.20","12.72","2","CC","3","3","0","2","1","T"
"24","Y","490022","F","1195","Married","Family Gold","5","0","0.00","115.60","3","115.60","0.00","0","Auto","0","0","0","0","0","F"
"27","Y","76828","F","11995","Married","Family Gold","34","2","0.00","116.78","3","116.43","11.65","2","CC","1","0","0","0","0","F"
"27","N","7698","M","1213","Married","Family Military","38","0","6.31","127.04","17","126.54","12.66","2","CC","3","0","0","2","1","F"
"44","N","46639","F","1239","Married","Family Gold","92","3","1.95","113.78","3","113.75","0.00","0","Auto","4","0","0","2","1","F"
"53","Y","86535","M","1246","Married","Family Gold","22","0","0.00","113.86","3","113.60","5.68","1","CC","0","0","0","0","0","F"
"43","Y","214616","F","1261","Married","Family Silver","25","0","0.00","86.77","17","86.77","0.00","0","CC","2","0","0","2","1","F"
"24","N","49753","F","1305","Married","Family Platinum","6","1","52.46","156.91","3","148.16","0.00","0","Auto","0","1","1","0","0","F"
"25","N","39587","M","1321","Single","Unlimited","57","0","2.69","107.73","17","106.74","53.37","10","CK","5","22","5","2","1","T"
"21","Y","929201","M","1355","Single","Silver","12","2","0.00","41.21","3","41.21","0.00","0","PP","0","0","0","0","0","F"
"50","Y","31971","M","1359","Married","Family Unlimited","51","1","0.00","178.64","3","177.94","35.59","4","CC","5","0","0","5","4","T"
"44","Y","96312","M","1406","Married","Family Unlimited","120","0","56.34","179.78","17","179.31","0.00","0","Auto","2","0","0","0","0","F"
"30","Y","47650","F","1453","Single","Platinum","20","0","1.51","89.04","3","88.30","13.25","3","CK","0","26","5","0","0","T"
"44","Y","1854","M","1493","Married","Family Silver","73","6","34.43","87.90","17","87.42","0.00","0","Auto","2","1","0","0","0","F"
"28","Y","95022","M","1515","Married","Family Military","82","0","0.00","124.65","3","124.65","0.00","0","Auto","1","0","0","0","0","F"
"29","N","52606","M","1610","Single","Silver","31","5","0.00","102.53","3","101.70","25.43","5","CK","0","2","2","0","0","F"
"30","Y","20823","M","1622","Single","Gold","19","0","16.05","64.24","3","63.39","0.00","0","Auto","5","4","4","2","1","F"
"24","Y","32296","F","1743","Single","Gold","44","0","0.00","67.72","3","67.48","10.13","3","CC","2","2","2","4","2","T"
"31","Y","86938","M","1788","Married","Family Unlimited","112","6","0.00","175.94","3","175.94","0.00","0","Auto","0","2","0","0","0","F"
"22","N","12221","M","1800","Single","Gold","54","0","10.82","60.56","17","60.35","0.00","0","Auto","0","13","3","2","1","T"
"23","Y","377206","F","1828","Single","Unlimited","69","0","29.26","100.67","17","100.24","0.00","0","Auto","0","1","1","0","0","F"
"33","N","56519","M","1849","Married","Family Platinum","9","2","0.00","148.11","17","148.11","0.00","0","CC","1","2","2","0","0","F"
"26","N","78760","M","1862","Married","Family Platinum","7","1","0.00","146.47","3","146.47","0.00","0","CC","0","0","0","0","0","F"
"30","N","90606","F","1865","Single","Platinum","92","0","0.00","83.61","17","83.61","0.00","0","Auto","5","9","4","5","3","T"
"31","N","49299","M","1873","Married","Family Gold","83","2","46.09","117.56","3","117.00","0.00","0","Auto","1","0","0","0","0","F"
"28","Y","35363","M","1949","Single","Silver","87","1","0.00","43.61","17","43.61","0.00","0","Auto","0","0","0","0","0","F"
"28","Y","11403","M","1964","Married","Family Silver","105","7","1.45","84.17","3","83.83","33.54","8","PP","3","3","0","2","1","F"
"35","N","51257","M","1982","Married","Family Silver","82","0","0.00","88.72","17","88.45","22.12","5","CC","2","3","0","2","1","F"
"26","N","50838","F","1985","Single","Unlimited","15","1","15.20","102.78","17","101.42","5.08","1","PP","1","0","0","0","0","F"
"23","Y","187187","M","2013","Married","Family Military","28","2","0.00","128.22","17","127.99","6.40","1","PP","0","19","2","0","0","T"
"43","Y","68694","F","2023","Married","Family Unlimited","26","2","0.00","174.46","17","174.46","0.00","0","Auto","0","2","0","0","0","F"
"54","Y","167839","F","2025","Married","Family Gold","64","0","23.89","116.69","3","115.86","28.97","5","ACH","0","1","0","2","1","F"
"22","N","41294","F","2041","Single","Gold","7","0","0.00","60.08","17","60.08","0.00","0","Auto","0","4","4","0","0","F"
"28","N","786263","F","2077","Single","Platinum","13","0","0.00","85.03","3","85.03","0.00","0","Auto","0","33","3","1","0","T"
"18","Y","7640","F","2081","Single","Silver","12","2","24.99","46.47","3","44.38","0.00","0","CC","1","1","1","2","1","F"
"49","N","98407","F","2116","Married","Family Platinum","87","0","58.25","142.97","17","142.30","0.00","0","Auto","3","1","1","2","1","T"
"19","N","955748","F","2121","Single","Unlimited","5","0","0.00","103.16","17","103.16","0.00","0","CC","3","1","0","4","2","T"
"55","Y","55658","M","2131","Married","Family Military","114","1","0.00","126.13","3","125.63","56.54","9","CC","0","2","0","2","1","F"
"54","Y","85859","F","2134","Married","Family Platinum","13","0","50.49","146.95","3","142.51","7.13","1","CC","0","4","0","0","0","F"
"48","Y","15541","F","2177","Married","Family Unlimited","13","5","47.12","183.41","3","179.78","0.00","0","Auto","0","1","1","0","0","F"
"73","Y","22660","F","2181","Married","Family Military","119","0","0.00","121.53","17","121.53","0.00","0","Auto","0","2","2","2","1","F"
"39","Y","183521","M","2199","Married","Family Platinum","86","0","55.23","142.49","3","141.35","42.41","6","CC","0","0","0","0","0","F"
"54","N","55594","F","2208","Married","Family Unlimited","75","0","0.00","170.71","3","170.71","0.00","0","Auto","1","0","0","0","0","F"
"46","Y","26237","M","2229","Married","Family Platinum","88","0","45.76","147.09","3","145.33","109.00","15","CK","3","5","5","2","1","F"
"38","Y","87852","F","2341","Married","Family Unlimited","51","0","0.00","178.19","17","177.49","35.50","4","ACH","4","5","1","2","1","T"
"48","Y","23860","M","2400","Married","Family Unlimited","29","1","14.38","180.22","3","179.72","0.00","0","Auto","0","0","0","2","1","F"
"20","Y","86266","M","2409","Single","Gold","14","0","25.18","67.76","3","65.72","3.29","1","CC","1","2","2","0","0","F"
"29","Y","82770","M","2457","Married","Family Unlimited","62","1","0.00","176.69","17","176.69","0.00","0","Auto","3","0","0","0","0","T"
"31","Y","95317","M","2460","Married","Family Unlimited","102","0","44.40","172.59","17","171.90","25.79","3","CC","3","0","0","2","0","T"
"29","Y","33095","M","2467","Married","Family Gold","82","2","0.00","119.24","3","119.24","0.00","0","Auto","2","1","0","2","1","F"
"49","Y","20700","M","2610","Married","Family Silver","41","0","29.03","81.73","3","80.72","12.11","3","CC","2","0","0","2","1","F"
"34","Y","56130","F","2771","Married","Family Military","101","2","0.00","121.76","3","120.68","108.62","18","CK","2","12","2","3","2","T"
"27","N","95075","F","2782","Single","Platinum","50","0","32.58","83.55","17","82.65","12.40","3","CC","1","3","3","0","0","F"
"25","Y","80289","M","2794","Single","Platinum","33","9","0.00","88.60","3","88.60","0.00","0","Auto","0","0","0","0","0","F"
"42","N","308029","F","2802","Married","Family Silver","87","2","0.00","80.66","17","80.33","28.12","7","CC","2","0","0","2","1","F"
"25","Y","11786","M","2819","Married","Family Platinum","91","2","0.00","142.96","3","142.41","49.85","7","PP","1","4","0","2","1","F"
"22","N","48839","F","2826","Single","Gold","14","0","0.00","62.72","17","62.72","0.00","0","Auto","3","3","3","3","2","T"
"49","N","13703","F","2848","Married","Family Gold","115","2","15.41","115.55","3","114.96","51.74","9","CC","3","0","0","0","0","F"
"21","Y","28696","M","2936","Single","Gold","26","1","0.00","66.96","3","66.70","6.67","2","CC","3","22","5","0","0","T"
"52","Y","10067","F","2967","Married","Family Platinum","87","1","28.32","143.99","17","143.66","0.00","0","Auto","3","1","1","4","2","T"
"19","Y","86640","M","2979","Single","Platinum","23","0","0.00","81.27","3","81.09","4.06","1","PP","1","0","0","2","0","F"
"50","Y","14258","F","3026","Married","Family Silver","97","1","0.00","81.05","17","80.92","12.14","3","CC","0","7","2","0","0","F"
"29","N","2880","F","3074","Single","Gold","52","2","25.63","69.03","17","68.53","0.00","0","Auto","0","4","4","0","0","F"
"30","Y","28885","F","3081","Married","Family Platinum","63","0","25.02","199.50","17","199.10","0.00","0","CC","0","4","0","2","1","F"
"27","Y","54627","F","3093","Married","Family Unlimited","3","1","15.85","186.99","17","181.70","0.00","0","CK","3","3","3","0","0","F"
"49","Y","63565","M","3103","Married","Family Platinum","24","4","59.38","143.93","3","141.45","0.00","0","Auto","1","0","0","0","0","F"
"33","Y","20288","F","3144","Married","Family Unlimited","55","1","55.68","270.79","3","268.80","53.76","4","CC","2","0","0","2","1","F"
"51","N","49833","M","3175","Married","Family Platinum","13","2","0.00","148.02","3","146.89","14.69","2","CK","0","2","2","0","0","F"
"23","Y","95395","M","3193","Single","Unlimited","39","0","29.53","110.27","17","109.37","5.47","1","PP","2","0","0","2","1","F"
"32","Y","10273","M","3280","Married","Family Military","108","2","0.00","126.46","17","126.16","31.54","5","CC","3","1","0","0","0","F"
"36","Y","47119","F","3289","Married","Family Silver","12","0","10.59","81.45","17","80.56","0.00","0","CC","3","0","0","4","2","T"
"21","Y","15524","F","3336","Single","Unlimited","12","0","0.00","103.25","3","103.25","0.00","0","Auto","1","4","4","2","1","F"
"81","N","67660","M","3343","Single","Gold","30","0","0.00","66.08","17","66.08","0.00","0","PP","0","2","0","0","0","F"
"26","Y","77599","F","3413","Single","Platinum","107","2","4.24","82.21","17","81.44","77.37","19","CK","1","3","3","2","1","F"
"18","Y","925499","M","3468","Single","Gold","3","0","0.00","138.90","17","138.90","0.00","0","CC","0","0","0","0","0","F"
"52","Y","8100","M","3479","Married","Family Silver","109","2","31.41","82.75","3","81.74","77.66","19","CK","0","17","3","2","1","T"
"23","Y","29981","F","3483","Single","Gold","46","0","0.00","62.71","3","62.50","9.38","3","CC","2","4","4","2","1","F"
"49","Y","78017","M","3502","Married","Family Silver","70","0","23.05","81.06","17","80.67","4.04","1","PP","2","0","0","0","0","F"
"49","Y","36175","F","3536","Single","Silver","119","8","0.00","40.24","17","40.24","0.00","0","ACH","5","0","0","2","1","F"
"30","Y","59087","M","3552","Single","Unlimited","4","0","53.08","118.79","3","105.52","0.00","0","CC","1","0","0","2","0","F"
"36","N","5567","M","3565","Married","Family Military","7","2","49.99","128.60","17","121.45","0.00","0","Auto","2","0","0","2","1","F"
"27","Y","1615","M","3607","Married","Family Military","17","1","25.12","130.01","3","127.40","19.11","3","CK","3","16","5","2","1","T"
"30","Y","626821","M","3629","Single","Silver","35","1","0.00","44.34","17","44.27","2.22","1","ACH","1","24","6","0","0","T"
"47","Y","83079","F","3661","Married","Family Military","37","1","46.66","130.52","3","128.91","12.90","2","CC","0","0","0","0","0","F"
"43","Y","785180","M","3670","Single","Unlimited","90","2","7.94","109.96","17","108.90","87.12","16","CK","4","5","5","6","3","T"
"20","N","42845","F","3726","Single","Gold","35","0","0.00","115.50","17","115.50","0.00","0","Auto","0","3","3","2","0","F"
"27","Y","65672","F","3782","Single","Unlimited","87","0","0.00","107.75","3","106.82","80.12","15","CK","1","4","4","1","0","F"
"23","Y","50216","F","3791","Married","Family Military","53","0","57.81","126.69","3","125.12","25.03","4","CC","2","0","0","0","0","F"
"66","Y","31667","F","3852","Single","Silver","25","0","0.92","46.20","17","46.16","0.00","0","Auto","0","9","3","2","1","F"
"49","Y","769814","M","3853","Married","Family Platinum","4","1","10.72","147.73","17","145.05","0.00","0","CK","1","4","4","0","0","F"
"19","Y","57894","M","3857","Single","Silver","6","0","0.00","48.04","17","48.04","0.00","0","PP","2","85","8","0","0","T"
"52","Y","45662","F","3896","Married","Family Unlimited","73","5","0.00","176.78","17","176.41","26.47","3","CC","5","0","0","7","5","F"
"49","N","79688","F","3921","Married","Family Military","89","0","0.00","122.94","17","122.94","0.00","0","Auto","0","1","0","0","0","F"
"24","Y","551931","M","3933","Married","Family Military","56","0","1.45","127.01","3","126.98","0.00","0","Auto","0","0","0","0","0","F"
"21","Y","48369","M","3947","Single","Silver","14","0","54.20","47.17","17","43.29","0.00","0","CC","0","7","7","0","0","F"
"29","Y","53509","F","3973","Single","Unlimited","100","0","0.00","131.01","17","129.90","110.42","17","CK","0","5","5","0","0","F"
"46","Y","7460","M","3984","Married","Family Unlimited","76","1","0.00","173.36","3","171.88","111.73","13","CK","5","2","2","9","5","T"
"30","Y","55182","F","4007","Single","Platinum","54","0","0.00","86.31","3","85.99","17.20","4","CC","0","2","2","0","0","F"
"77","Y","29326","M","4034","Single","Unlimited","24","1","44.32","105.11","3","103.04","5.16","1","CC","4","0","0","2","1","F"
"24","Y","45247","F","4096","Single","Unlimited","14","1","24.68","102.52","3","100.39","5.02","1","CC","2","21","3","0","0","T"
"29","N","780461","F","4105","Single","Gold","111","0","0.00","64.23","3","63.68","60.50","19","CK","3","12","2","2","1","T"
"27","Y","672431","F","4140","Single","Gold","117","1","27.91","60.59","3","60.12","27.06","9","CC","3","1","1","2","1","T"
"20","Y","92938","M","4161","Single","Gold","15","2","0.00","69.61","17","69.61","0.00","0","Auto","0","6","6","0","0","F"
"19","N","7204","M","4173","Single","Silver","17","0","0.00","41.68","3","41.55","2.08","1","PP","0","9","2","2","1","F"
"28","N","14051","F","4176","Single","Silver","89","0","53.08","44.45","17","43.46","34.77","16","CK","0","6","6","0","0","F"
"21","Y","36783","F","4220","Single","Gold","24","0","0.00","68.80","3","68.80","0.00","0","Auto","4","2","2","6","3","T"
"23","Y","12704","M","4231","Single","Platinum","48","2","0.00","127.70","3","127.70","0.00","0","Auto","0","11","1","0","0","F"
"42","N","1465","M","4265","Married","Family Gold","86","0","0.00","111.04","3","111.04","0.00","0","Auto","3","0","0","2","1","F"
"19","Y","78307","F","4278","Single","Platinum","6","0","0.00","89.79","17","89.79","0.00","0","CC","0","9","1","0","0","F"
"54","Y","3236","M","4486","Married","Family Gold","25","0","0.00","113.31","17","113.31","0.00","0","CC","0","0","0","0","0","F"
"26","Y","85143","M","4488","Single","Platinum","21","0","0.00","83.10","3","82.51","12.38","3","CK","0","4","4","0","0","F"
"46","Y","763045","M","4515","Married","Family Silver","92","0","56.72","90.80","3","89.84","31.45","7","CC","0","0","0","1","0","F"
"41","Y","47616","M","4528","Married","Family Gold","118","2","0.00","111.86","17","111.86","0.00","0","Auto","0","0","0","0","0","F"
"48","N","71699","F","4573","Married","Family Unlimited","64","0","0.00","173.87","3","173.19","43.30","5","PP","4","0","0","6","4","T"
"22","Y","81544","F","4577","Single","Platinum","6","0","0.00","82.90","3","82.90","0.00","0","Auto","2","10","4","0","0","F"
"26","N","85093","F","4655","Single","Silver","17","0","0.00","49.55","3","49.55","0.00","0","Auto","3","1","1","2","1","T"
"39","Y","68342","M","4674","Married","Family Silver","36","0","41.04","81.64","17","80.50","0.00","0","Auto","0","0","0","0","0","F"
"43","N","74416","F","4697","Married","Family Gold","97","0","0.00","115.67","17","115.55","11.56","2","CC","0","1","0","2","0","F"
"28","Y","24306","F","4708","Single","Silver","3","1","0.00","46.25","3","46.25","0.00","0","ACH","2","2","2","0","0","F"
"29","Y","58400","F","4802","Single","Unlimited","30","2","0.00","106.79","3","106.43","10.65","2","CC","5","18","3","2","1","T"
"19","Y","77049","F","4840","Single","Gold","13","0","0.00","63.25","3","63.25","0.00","0","Auto","3","3","3","2","1","T"
"30","N","95096","M","4871","Single","Silver","108","1","0.00","43.67","3","43.67","0.00","0","Auto","2","6","6","0","0","F"
"46","Y","46709","M","4899","Married","Family Military","46","1","0.00","126.14","3","125.73","18.86","3","CC","2","0","0","2","1","F"
"47","Y","868397","F","4912","Married","Family Gold","50","0","0.00","119.37","3","119.01","17.86","3","CC","0","4","0","0","0","F"
"26","Y","43913","F","4967","Married","Family Platinum","38","0","6.64","142.30","3","141.56","21.24","3","CC","2","20","2","2","1","T"
"18","Y","576121","F","5040","Single","Platinum","1","0","0.00","80.87","17","80.87","0.00","0","PP","1","3","0","0","0","F"
"26","Y","44287","F","5079","Single","Platinum","69","1","52.06","88.35","3","87.59","0.00","0","Auto","0","23","3","0","0","T"
"37","Y","83760","F","5137","Married","Family Unlimited","97","2","0.00","176.18","17","175.45","70.18","8","CC","5","0","0","10","5","T"
"42","N","830189","F","5161","Married","Family Platinum","34","0","0.00","144.95","3","144.52","14.46","2","CC","2","2","0","3","2","T"
"41","Y","46863","F","5178","Married","Family Gold","111","0","0.00","111.41","17","111.35","5.57","1","CC","0","0","0","0","0","F"
"24","Y","53632","F","5209","Married","Family Unlimited","3","1","17.79","176.18","3","170.25","0.00","0","Auto","1","0","0","0","0","F"
"30","Y","32995","F","5255","Single","Platinum","99","1","18.43","81.21","3","80.73","28.26","7","CC","5","19","4","2","1","T"
"45","N","93843","M","5260","Married","Family Platinum","90","1","57.07","149.03","3","147.82","51.74","7","CC","0","0","0","2","1","F"
"43","Y","28676","M","5341","Married","Family Military","71","2","26.20","126.10","3","125.28","31.32","5","ACH","0","0","0","0","0","F"
"31","N","141625","F","5362","Married","Family Gold","94","2","50.63","150.30","3","149.20","52.22","7","CC","0","0","0","2","1","F"
"37","Y","60204","M","5436","Married","Family Platinum","8","0","0.00","144.00","17","144.00","0.00","0","Auto","0","0","0","0","0","F"
"45","Y","18037","F","5443","Married","Family Silver","85","0","39.86","83.71","17","83.19","4.16","1","CC","0","0","0","0","0","F"
"30","Y","18032","M","5577","Single","Platinum","47","0","0.00","89.73","3","89.44","13.42","3","CC","0","10","2","0","0","F"
"27","N","66740","M","5594","Married","Family Platinum","119","0","0.00","146.95","17","146.95","0.00","0","Auto","2","0","0","2","1","F"
