ID,DroppedCalls,SupportCallsYear,SupportCallsMonth,ComplaintsYear,ComplaintsMonth
9342,3,20,6,4,2
9343,3,8,3,2,1
9344,1,35,4,2,1
9345,0,0,0,2,1
9346,0,0,0,1,0
9347,4,2,2,3,2
9348,0,0,0,0,0
9349,2,0,0,2,1
9350,2,0,0,4,2
9351,0,2,2,2,1
9352,4,0,0,4,2
9353,0,4,0,2,1
9354,3,1,1,2,1
9355,2,31,3,2,1
9356,0,0,0,0,0
9357,0,2,2,2,1
9358,0,2,2,0,0
9359,0,0,0,2,1
9360,0,3,3,2,1
9361,2,14,3,2,1
9362,0,56,6,0,0
9363,0,4,0,0,0
9364,0,2,2,2,1
9365,0,4,0,2,1
9366,3,2,2,3,2
9367,0,0,0,0,0
9368,2,2,2,2,1
9369,5,0,0,5,4
9370,3,0,0,2,1
9371,0,25,4,0,0
9372,0,1,1,2,1
9373,1,2,0,0,0
9374,0,0,0,0,0
9375,0,0,0,0,0
9376,1,0,0,0,0
9377,0,0,0,0,0
9378,5,4,4,8,4
9379,0,3,3,0,0
9380,3,2,2,2,1
9381,3,2,0,2,1
9382,2,16,3,0,0
9383,2,0,0,2,0
9384,1,10,5,0,0
9385,0,0,0,1,0
9386,1,22,4,0,0
9387,3,1,1,3,2
9388,0,2,2,2,1
9389,1,0,0,0,0
9390,1,3,3,2,1
9391,1,0,0,2,1
9392,1,0,0,0,0
9393,3,0,0,3,2
9394,2,0,0,4,2
9395,3,0,0,2,1
9396,0,0,0,0,0
9397,5,0,0,4,3
9398,1,0,0,0,0
9399,3,0,0,0,0
9400,0,8,1,0,0
9401,4,13,2,4,2
9402,2,0,0,2,1
9403,0,4,4,0,0
9404,1,0,0,0,0
9405,0,6,1,0,0
9406,0,0,0,2,1
9407,2,0,0,2,1
9408,5,4,0,4,2
9409,4,1,1,5,4
9410,3,1,1,2,1
9411,1,3,3,0,0
9412,1,3,0,0,0
9413,0,0,0,0,0
9414,2,19,6,2,1
9415,3,0,0,3,2
9416,0,2,0,1,0
9417,1,3,3,0,0
9418,0,0,0,0,0
9419,3,0,0,2,1
9420,4,23,4,5,3
9421,3,0,0,0,0
9422,2,0,0,2,1
9423,3,10,2,3,2
9424,1,20,4,2,1
9425,3,23,3,0,0
9426,0,0,0,0,0
9427,0,21,3,0,0
9428,0,4,4,0,0
9429,0,0,0,0,0
9430,0,19,3,0,0
9431,0,0,0,0,0
9432,5,0,0,3,2
9433,0,0,0,0,0
9434,0,0,0,2,1
9435,0,23,2,0,0
9436,3,1,1,2,1
9437,1,58,7,0,0
9438,2,0,0,2,1
9439,0,0,0,2,1
9440,3,0,0,4,2
9441,4,28,4,4,2
9442,2,0,0,2,1
9443,2,8,8,4,2
9444,0,26,3,2,1
9445,4,2,0,4,3
9446,0,3,3,0,0
9447,0,2,2,2,1
9448,1,22,4,0,0
9449,3,2,0,2,1
9450,0,2,0,0,0
9451,5,20,6,9,5
9452,3,0,0,2,1
9453,1,4,0,0,0
9454,2,2,0,2,1
9455,1,0,0,0,0
9456,0,16,3,0,0
9457,0,4,0,0,0
9458,0,2,2,0,0
9459,0,0,0,1,0
9460,2,28,6,2,1
9461,2,1,1,2,1
9462,1,3,3,2,0
9463,0,0,0,0,0
9464,0,4,4,0,0
9465,0,1,0,0,0
9466,3,5,5,2,1
9467,5,0,0,7,5
9468,3,0,0,4,2
9469,5,5,5,2,1
9470,0,5,5,0,0
9471,0,0,0,0,0
9472,0,1,0,0,0
9473,0,27,4,0,0
9474,0,0,0,0,0
9475,0,1,1,0,0
9476,3,0,0,3,2
9477,0,0,0,0,0
9478,0,0,0,2,1
9479,0,1,1,0,0
9480,0,0,0,0,0
9481,5,0,0,9,5
9482,1,3,3,1,0
9483,4,1,1,4,3
9484,2,0,0,2,1
9485,0,3,3,0,0
9486,2,13,2,2,1
9487,4,1,1,2,1
9488,3,0,0,2,1
9489,3,3,3,3,2
9490,0,0,0,2,0
9491,0,4,0,2,1
9492,2,0,0,2,1
9493,4,1,1,3,2
9494,3,2,2,3,2
9495,0,0,0,0,0
9496,5,0,0,5,3
9497,1,0,0,2,1
9498,2,0,0,0,0
9499,5,3,0,4,3
9500,5,13,3,5,3
9501,0,16,4,0,0
9502,4,1,1,4,2
9503,4,4,4,4,2
9504,0,56,5,0,0
9505,0,0,0,0,0
9506,0,13,4,0,0
9507,0,0,0,0,0
9508,0,0,0,0,0
9509,0,9,2,2,1
9510,0,0,0,0,0
9511,0,0,0,0,0
9512,2,0,0,2,1
9513,2,5,5,2,1
9514,5,0,0,7,4
9515,0,0,0,2,1
9516,2,0,0,0,0
9517,3,0,0,0,0
9518,3,33,3,0,0
9519,0,14,3,0,0
9520,0,3,3,0,0
9521,1,2,2,0,0
9522,0,0,0,0,0
9523,0,1,0,0,0
9524,4,5,5,6,3
9525,0,0,0,0,0
9526,1,3,0,0,0
9527,0,1,1,2,1
9528,3,0,0,2,1
9529,0,0,0,0,0
9530,0,2,2,0,0
9531,1,5,5,2,1
9532,4,0,0,3,2
9533,2,0,0,4,2
9534,0,35,6,2,1
9535,2,12,5,2,1
9536,3,39,7,0,0
9537,0,1,1,0,0
9538,0,27,3,0,0
9539,3,0,0,0,0
9540,0,1,0,2,1
9541,1,7,1,0,0
9542,5,0,0,8,4
9543,3,0,0,2,1
9544,2,3,0,3,2
9545,1,1,1,0,0
9546,0,0,0,2,1
9547,1,2,0,0,0
9548,0,4,4,0,0
9549,3,21,3,2,1
9550,0,1,1,2,1
9551,0,25,5,2,1
9552,3,13,4,2,1
9553,3,3,0,4,2
9554,5,0,0,3,2
9555,3,2,2,0,0
9556,0,5,5,2,0
9557,0,3,0,0,0
9558,0,0,0,0,0
9559,2,2,2,0,0
9560,3,0,0,3,2
9561,1,3,0,2,1
9562,0,0,0,0,0
9563,0,0,0,1,0
9564,2,18,2,2,1
9565,0,4,4,2,1
9566,4,2,0,5,4
9567,0,11,1,0,0
9568,4,0,0,5,4
9569,2,0,0,2,1
9570,0,0,0,2,1
9571,1,0,0,0,0
9572,0,0,0,0,0
9573,0,0,0,0,0
9574,1,5,5,0,0
9575,0,0,0,0,0
9576,0,1,0,2,1
9577,3,0,0,2,1
9578,0,7,1,0,0
9579,3,3,0,3,2
9580,5,0,0,2,1
9581,2,0,0,3,2
9582,1,2,2,2,1
9583,0,11,3,2,1
9584,0,33,3,2,1
9585,0,0,0,0,0
9586,3,2,0,2,1
9587,0,14,2,0,0
9588,0,11,3,0,0
9589,3,3,0,2,1
9590,1,4,0,0,0
9591,0,0,0,2,1
9592,2,1,1,2,1
9593,0,1,1,0,0
9594,1,0,0,0,0
9595,2,34,3,2,1
9596,2,2,2,2,1
9597,0,4,4,0,0
9598,3,6,6,1,0
9599,2,5,5,0,0
9600,0,1,0,2,1
9601,2,0,0,2,1
9602,2,0,0,3,2
9603,0,7,2,0,0
9604,2,21,4,2,1
9605,0,0,0,0,0
9606,0,28,3,0,0
9607,0,1,0,0,0
9608,0,1,1,2,1
9609,1,2,0,2,1
9610,3,28,8,0,0
9611,1,0,0,2,1
9612,2,3,3,2,0
9613,4,0,0,6,3
9614,3,0,0,0,0
9615,3,2,0,2,1
9616,1,2,2,0,0
9617,4,1,1,2,1
9618,0,35,8,0,0
9619,0,2,2,0,0
9620,3,12,3,3,2
9621,0,3,3,2,1
9622,2,7,7,2,1
9623,2,28,3,0,0
9624,0,4,4,0,0
9625,1,23,5,0,0
9626,0,6,6,1,0
9627,2,1,1,2,1
9628,0,7,1,2,0
9629,0,2,0,0,0
9630,1,0,0,1,0
9631,5,1,1,8,4
9632,3,0,0,0,0
9633,5,3,3,10,5
9634,3,19,2,3,2
9635,3,1,1,4,2
9636,2,0,0,2,1
9637,2,8,3,2,1
9638,3,6,6,0,0
9639,2,0,0,4,2
9640,0,0,0,2,1
9641,0,0,0,2,1
9642,2,0,0,4,2
9643,3,16,4,4,2
9644,0,3,3,0,0
9645,0,0,0,1,0
9646,1,25,4,0,0
9647,2,0,0,2,0
9648,1,3,3,0,0
9649,0,0,0,1,0
9650,0,1,1,2,1
9651,4,0,0,3,2
9652,0,0,0,0,0
9653,1,0,0,0,0
9654,2,8,2,4,2
9655,4,12,2,4,2
9656,2,4,4,0,0
9657,0,0,0,2,1
9658,0,8,2,0,0
9659,0,4,0,0,0
9660,0,9,1,0,0
9661,2,0,0,2,1
9662,2,3,3,2,1
9663,2,2,0,2,1
9664,5,2,0,2,1
9665,3,4,0,0,0
9666,0,4,4,2,1
9667,2,0,0,3,2
9668,4,0,0,4,3
9669,0,8,4,0,0
9670,0,0,0,0,0
9671,0,1,0,2,1
9672,0,0,0,0,0
9673,3,6,6,2,1
9674,0,0,0,0,0
9675,0,0,0,0,0
9676,3,0,0,0,0
9677,2,22,3,3,2
9678,3,17,4,2,1
9679,0,2,2,1,0
9680,3,0,0,3,2
9681,1,4,0,0,0
9682,1,0,0,0,0
9683,0,23,2,0,0
9684,3,2,2,0,0
9685,0,1,0,2,1
9686,5,2,2,6,5
9687,0,1,1,0,0
9688,3,1,1,4,2
9689,0,4,0,2,1
9690,4,9,1,6,3
9691,0,3,0,2,1
9692,4,0,0,3,2
9693,3,5,5,0,0
9694,2,10,2,2,1
9695,0,0,0,0,0
9696,0,0,0,0,0
9697,3,0,0,0,0
9698,1,3,3,2,1
9699,3,4,4,0,0
9700,4,6,6,4,3
9701,0,0,0,2,1
9702,0,19,4,0,0
9703,1,0,0,0,0
9704,1,0,0,0,0
9705,2,2,2,2,1
9706,0,2,2,0,0
9707,3,3,0,2,1
9708,0,47,4,0,0
9709,3,11,2,0,0
9710,1,20,3,0,0
9711,1,0,0,0,0
9712,2,0,0,2,1
9713,2,3,3,2,1
9714,1,12,4,0,0
9715,2,0,0,0,0
9716,0,0,0,0,0
9717,0,0,0,0,0
9718,0,2,0,0,0
9719,0,2,0,2,1
9720,2,4,0,2,1
9721,0,20,3,0,0
9722,0,0,0,1,0
9723,2,4,0,2,0
9724,0,43,7,0,0
9725,4,1,1,2,1
9726,1,1,1,0,0
9727,0,3,0,0,0
9728,2,0,0,2,1
9729,0,27,8,2,1
9730,4,19,3,5,4
9731,1,0,0,2,1
9732,5,3,3,5,3
9733,3,4,0,3,2
9734,2,3,3,3,2
9735,1,3,0,0,0
9736,0,3,3,2,1
9737,3,2,2,0,0
9738,0,2,2,0,0
9739,2,19,2,2,1
9740,0,0,0,0,0
9741,1,4,0,0,0
9742,0,2,2,0,0
9743,5,3,0,9,5
9744,5,1,1,4,2
9745,3,7,3,2,1
9746,1,0,0,1,0
9747,0,0,0,0,0
9748,0,1,0,0,0
9749,0,1,1,0,0
9750,0,0,0,0,0
9751,1,10,1,0,0
9752,0,5,5,0,0
9753,0,0,0,2,1
9754,3,0,0,4,2
9755,1,2,2,0,0
9756,4,6,1,2,1
9757,0,0,0,0,0
9758,2,1,1,2,1
9759,4,0,0,7,4
9760,1,1,1,0,0
9761,0,13,4,0,0
9762,5,22,3,3,2
9763,5,33,4,7,5
9764,2,1,1,4,2
9765,0,1,0,2,1
9766,0,2,0,0,0
9767,4,1,1,2,1
9768,2,0,0,2,1
9769,2,1,1,2,1
9770,0,5,1,0,0
9771,1,3,3,2,1
9772,4,45,5,4,2
9773,0,0,0,0,0
9774,2,0,0,2,1
9775,1,1,1,2,1
9776,3,4,0,3,2
9777,3,2,0,0,0
9778,0,9,1,0,0
9779,2,0,0,2,1
9780,3,3,3,3,2
9781,2,0,0,4,2
9782,0,2,0,0,0
9783,2,21,4,4,2
9784,0,7,2,0,0
9785,0,2,2,0,0
9786,5,13,3,4,3
9787,4,0,0,5,3
9788,1,27,6,2,1
9789,0,0,0,0,0
9790,2,0,0,0,0
9791,0,4,0,2,0
9792,0,4,0,0,0
9793,5,1,0,7,5
9794,0,0,0,2,1
9795,0,3,0,2,1
9796,3,0,0,0,0
9797,0,0,0,2,1
9798,0,0,0,0,0
9799,1,16,2,2,1
9800,3,1,0,4,2
9801,0,0,0,0,0
9802,0,0,0,0,0
9803,0,0,0,0,0
9804,4,3,3,8,4
9805,2,28,3,2,1
9806,0,3,0,0,0
9807,3,17,2,2,1
9808,1,2,2,0,0
9809,3,8,3,2,1
9810,0,0,0,0,0
9811,2,5,1,2,1
9812,4,1,1,2,1
9813,3,22,3,2,1
9814,0,7,2,0,0
9815,3,10,3,3,2
9816,2,4,4,0,0
9817,3,0,0,2,1
9818,1,2,2,2,0
9819,0,0,0,2,1
9820,0,0,0,0,0
9821,0,11,4,0,0
9822,0,0,0,0,0
9823,5,0,0,3,2
9824,0,11,2,0,0
9825,2,17,3,2,1
9826,0,3,3,0,0
9827,0,11,4,0,0
9828,2,1,1,0,0
9829,4,0,0,2,1
9830,1,0,0,2,1
9831,0,0,0,0,0
9832,2,4,4,4,2
9833,1,3,0,2,0
9834,2,1,1,0,0
9835,1,1,1,2,1
9836,0,1,1,0,0
9837,3,16,4,0,0
9838,0,4,4,1,0
9839,0,4,4,0,0
9840,0,4,4,2,1
9841,0,4,0,0,0
9842,1,2,2,0,0
9843,2,0,0,0,0
9844,1,1,1,0,0
9845,0,1,1,0,0
9846,0,0,0,0,0
9847,0,15,6,0,0
9848,0,2,2,2,1
9849,4,1,1,2,1
9850,1,8,8,0,0
9851,1,5,5,0,0
9852,5,0,0,6,5
9853,2,2,2,4,2
9854,2,15,3,2,1
9855,1,1,0,0,0
9856,4,3,0,7,4
9857,0,1,0,2,1
9858,2,4,4,0,0
9859,5,2,2,5,3
9860,1,4,0,0,0
9861,2,0,0,4,2
9862,2,14,2,3,2
9863,0,8,8,2,1
9864,4,69,8,3,2
9865,3,3,0,4,2
9866,3,1,1,2,1
9867,0,13,2,0,0
9868,0,0,0,2,1
9869,0,1,1,2,1
9870,2,1,0,1,0
9871,0,2,2,0,0
9872,4,4,4,5,3
9873,4,0,0,4,2
9874,3,0,0,2,1
9875,0,3,0,0,0
9876,3,3,0,2,1
9877,0,3,3,0,0
9878,1,0,0,0,0
9879,0,0,0,0,0
9880,1,16,2,0,0
9881,0,0,0,0,0
9882,3,1,1,2,1
9883,0,5,5,2,1
9884,0,0,0,0,0
9885,2,4,4,4,2
9886,2,2,2,2,1
9887,5,1,1,7,4
9888,4,0,0,7,4
9889,0,0,0,0,0
9890,0,2,0,0,0
9891,3,3,3,2,1
9892,0,0,0,0,0
9893,2,2,2,2,1
9894,2,0,0,2,1
9895,2,0,0,0,0
9896,1,0,0,2,1
9897,0,21,4,0,0
9898,2,0,0,2,1
9899,1,11,2,0,0
9900,1,3,3,2,1
9901,1,3,3,0,0
9902,2,8,4,0,0
9903,2,0,0,0,0
9904,3,1,1,0,0
9905,3,0,0,2,1
9906,1,3,3,0,0
9907,3,1,0,4,2
9908,0,1,0,0,0
9909,2,48,5,2,1
9910,1,0,0,0,0
9911,1,7,2,0,0
9912,0,4,4,0,0
9913,1,0,0,2,1
9914,3,0,0,4,2
9915,2,0,0,2,1
9916,0,28,5,0,0
9917,3,0,0,3,2
9918,0,0,0,2,1
9919,0,2,0,0,0
9920,0,0,0,0,0
9921,0,0,0,0,0
9922,1,2,0,2,1
9923,2,2,2,0,0
9924,1,1,1,0,0
9925,0,0,0,0,0
9926,1,18,3,2,1
9927,1,0,0,1,0
9928,0,0,0,0,0
9929,0,4,0,0,0
9930,0,0,0,0,0
9931,1,0,0,2,1
9932,3,0,0,2,1
9933,3,1,1,3,2
9934,0,3,0,1,0
9935,0,0,0,0,0
9936,0,5,5,0,0
9937,1,3,0,0,0
9938,0,4,0,1,0
9939,0,23,5,0,0
9940,0,0,0,0,0
9941,0,1,1,0,0
9942,1,2,0,0,0
9943,0,3,3,2,1
9944,1,11,2,0,0
9945,2,0,0,2,1
9946,0,2,0,0,0
9947,0,0,0,0,0
9948,1,0,0,2,1
9949,2,0,0,2,1
9950,3,23,3,2,1
9951,2,4,4,2,1
9952,0,24,3,0,0
9953,2,2,2,3,2
9954,5,2,2,6,5
9955,1,4,4,0,0
9956,0,20,2,2,1
9957,1,3,0,0,0
9958,0,1,1,0,0
9959,1,0,0,0,0
9960,0,0,0,0,0
9961,2,0,0,2,1
9962,1,0,0,0,0
9963,3,0,0,2,1
9964,0,19,2,0,0
9965,5,3,0,5,4
9966,5,4,0,2,1
9967,1,0,0,0,0
9968,3,5,1,2,1
9969,2,3,0,2,1
9970,5,1,1,6,4
9971,3,0,0,0,0
9972,4,0,0,4,2
9973,3,0,0,2,1
9974,0,0,0,2,1
9975,1,4,0,2,1
9976,1,15,2,0,0
9977,1,0,0,1,0
9978,0,3,0,2,1
9979,3,4,4,2,1
9980,0,3,3,0,0
9981,1,0,0,0,0
9982,3,0,0,2,1
9983,0,4,0,2,1
9984,0,2,0,0,0
9985,3,13,3,2,1
9986,3,1,0,0,0
9987,1,2,2,0,0
9988,1,0,0,0,0
9989,0,3,0,0,0
9990,3,8,1,2,1
9991,1,53,6,0,0
9992,0,8,8,0,0
9993,1,7,2,0,0
9994,5,0,0,6,3
9995,1,2,0,0,0
9996,1,2,0,0,0
9997,0,5,5,0,0
9998,0,0,0,2,1
9999,4,1,1,2,1
10000,2,25,3,0,0
10001,0,11,2,0,0
10002,4,0,0,2,1
10003,1,5,5,1,0
10004,0,12,5,0,0
10005,0,24,3,0,0
10006,0,17,8,2,0
10007,0,34,4,2,1
10008,1,0,0,0,0
10009,4,20,2,2,1
10010,3,0,0,2,1
10011,0,0,0,0,0
10012,0,25,6,2,1
10013,0,53,6,0,0
10014,2,0,0,2,1
10015,0,3,3,0,0
10016,3,0,0,2,1
10017,2,3,3,2,1
10018,0,4,4,2,1
10019,3,1,1,3,2
10020,1,3,0,0,0
10021,5,3,3,6,3
10022,3,11,2,0,0
10023,3,4,0,2,1
10024,0,0,0,0,0
10025,0,6,6,2,1
10026,2,0,0,4,2
10027,1,2,2,2,1
10028,2,0,0,4,2
10029,0,11,3,2,1
10030,0,2,2,0,0
10031,0,0,0,0,0
10032,0,14,5,2,1
10033,0,4,4,0,0
10034,0,1,1,2,1
10035,0,0,0,0,0
10036,1,0,0,2,1
10037,5,3,0,4,3
10038,0,14,4,0,0
10039,0,10,3,2,1
10040,3,1,0,2,1
10041,3,0,0,2,0
10042,2,4,0,2,1
10043,0,4,0,0,0
10044,5,11,2,4,3
10045,0,1,1,0,0
10046,2,9,1,1,0
10047,0,0,0,0,0
10048,3,4,0,0,0
10049,4,1,1,2,1
10050,1,10,2,2,0
10051,0,0,0,0,0
10052,1,4,0,0,0
10053,3,14,2,2,1
10054,0,2,2,0,0
10055,4,0,0,3,2
10056,0,9,2,0,0
10057,2,6,6,2,1
10058,0,8,8,0,0
10059,0,0,0,0,0
10060,3,28,5,3,2
10061,2,1,1,2,1
10062,2,36,4,2,1
10063,4,8,1,4,2
10064,1,1,1,0,0
10065,0,1,0,0,0
10066,3,3,0,0,0
10067,2,3,3,2,1
10068,2,2,2,0,0
10069,0,2,0,0,0
10070,2,17,3,2,1
10071,1,7,3,0,0
10072,3,5,5,3,2
10073,0,0,0,0,0
10074,2,0,0,0,0
10075,2,0,0,2,1
10076,0,11,2,0,0
10077,4,0,0,4,3
10078,0,3,0,0,0
10079,0,4,4,0,0
10080,0,21,4,0,0
10081,5,1,0,7,5
10082,0,0,0,0,0
10083,1,28,3,2,1
10084,0,27,8,0,0
10085,0,10,1,0,0
10086,0,4,4,0,0
10087,3,23,2,0,0
10088,0,4,0,0,0
10089,1,4,0,0,0
10090,1,3,0,0,0
10091,0,12,2,0,0
10092,0,4,0,0,0
10093,5,11,3,6,3
10094,0,2,2,0,0
10095,0,0,0,0,0
10096,0,1,1,2,1
10097,0,4,0,0,0
10098,4,0,0,6,4
10099,0,2,2,2,1
10100,0,23,2,0,0
10101,5,0,0,6,3
10102,1,0,0,0,0
10103,0,6,6,0,0
10104,2,3,3,2,1
10105,3,1,1,4,2
10106,0,28,3,2,1
10107,0,0,0,0,0
10108,3,0,0,2,1
10109,0,16,3,2,1
10110,4,4,0,3,2
10111,1,3,0,0,0
10112,0,0,0,0,0
10113,5,3,0,6,5
10114,2,12,2,4,2
10115,5,0,0,3,2
10116,0,0,0,2,1
10117,0,17,2,0,0
10118,2,11,3,2,1
10119,0,0,0,0,0
10120,0,0,0,0,0
10121,4,3,0,4,2
10122,3,0,0,0,0
10123,0,4,4,0,0
10124,2,3,0,2,1
10125,0,0,0,2,0
10126,0,4,4,2,1
10127,0,2,2,0,0
10128,0,4,4,0,0
10129,0,0,0,2,1
10130,1,21,2,0,0
10131,5,0,0,7,4
10132,0,3,0,2,1
10133,0,4,0,0,0
10134,1,1,1,2,1
10135,1,22,4,2,1
10136,0,3,3,0,0
10137,2,2,0,2,1
10138,4,67,7,3,2
10139,0,0,0,2,1
10140,0,0,0,0,0
10141,0,1,0,0,0
10142,2,3,0,2,1
10143,1,0,0,0,0
10144,5,3,0,10,5
10145,4,0,0,8,4
10146,3,10,2,2,1
10147,3,1,0,2,1
10148,3,2,0,0,0
10149,3,0,0,0,0
10150,0,1,0,0,0
10151,1,3,0,2,1
10152,1,5,5,2,1
10153,2,0,0,4,2
10154,3,4,4,2,1
10155,0,0,0,0,0
10156,0,0,0,0,0
10157,2,0,0,2,1
10158,3,20,6,2,1
10159,2,6,6,0,0
10160,0,8,3,0,0
10161,3,10,2,0,0
10162,0,0,0,1,0
10163,0,2,0,0,0
10164,3,1,1,0,0
10165,0,4,4,0,0
10166,0,1,0,2,1
10167,2,13,3,0,0
10168,2,0,0,2,1
10169,0,6,6,0,0
10170,0,0,0,0,0
10171,2,7,2,2,1
10172,3,4,4,0,0
10173,2,21,4,0,0
10174,0,0,0,0,0
10175,0,2,0,0,0
10176,3,0,0,2,1
10177,2,22,4,2,1
10178,5,0,0,8,4
10179,0,0,0,0,0
10180,3,1,0,2,1
10181,5,3,3,8,4
10182,0,7,3,0,0
10183,1,0,0,0,0
10184,0,2,2,0,0
10185,3,1,0,2,1
10186,2,0,0,2,1
10187,4,4,4,6,4
10188,5,0,0,9,5
10189,0,5,1,1,0
10190,5,0,0,9,5
10191,0,6,6,0,0
10192,2,14,2,3,2
10193,5,2,2,4,2
10194,1,10,2,0,0
10195,0,0,0,2,1
10196,4,0,0,4,2
10197,0,4,0,2,1
10198,0,3,0,2,1
10199,0,0,0,0,0
10200,0,1,1,2,0
10201,1,11,1,0,0
10202,2,0,0,3,2
10203,2,8,8,0,0
10204,0,32,4,0,0
10205,4,0,0,4,2
10206,2,0,0,2,1
10207,0,0,0,0,0
10208,3,4,4,3,2
10209,0,0,0,2,1
10210,2,2,2,1,0
10211,0,1,1,0,0
10212,2,1,0,3,2
10213,1,0,0,0,0
10214,0,0,0,0,0
10215,3,10,1,4,2
10216,2,18,2,2,1
10217,1,0,0,0,0
10218,3,0,0,2,1
10219,5,1,1,5,3
10220,3,1,0,0,0
10221,0,20,2,0,0
10222,3,1,1,3,2
10223,1,4,0,2,1
10224,0,2,2,0,0
10225,3,0,0,2,1
10226,5,4,0,4,2
10227,2,2,2,0,0
10228,5,3,3,2,1
10229,0,1,1,0,0
10230,0,11,2,0,0
10231,0,0,0,0,0
10232,1,1,1,0,0
10233,2,10,1,2,1
10234,0,0,0,0,0
10235,1,0,0,0,0
10236,0,2,2,0,0
10237,0,4,0,0,0
10238,2,6,6,0,0
10239,5,1,1,2,1
10240,0,0,0,2,1
10241,3,4,0,2,1
10242,0,0,0,0,0
10243,2,2,0,3,2
10244,3,3,3,0,0
10245,0,1,1,0,0
10246,1,0,0,0,0
10247,1,8,2,0,0
10248,0,0,0,2,1
10249,1,34,4,2,1
10250,0,0,0,0,0
10251,2,22,4,2,1
10252,1,3,0,0,0
10253,2,0,0,4,2
10254,0,1,1,2,1
10255,2,12,3,2,1
10256,4,9,2,4,2
10257,0,0,0,0,0
10258,0,3,3,0,0
10259,4,2,0,8,4
10260,1,6,6,0,0
10261,0,4,0,0,0
10262,0,23,3,2,1
10263,0,0,0,0,0
10264,4,4,4,5,3
10265,0,20,4,2,1
10266,0,1,1,0,0
10267,3,10,2,0,0
10268,3,0,0,2,1
10269,0,8,1,0,0
10270,1,7,1,0,0
10271,0,0,0,0,0
10272,3,0,0,2,1
10273,3,4,4,2,1
10274,4,3,3,2,1
10275,4,1,1,5,4
10276,3,0,0,2,1
10277,2,4,0,0,0
10278,2,6,6,0,0
10279,0,1,1,2,1
10280,0,11,2,0,0
10281,3,3,3,2,1
10282,0,3,0,0,0
10283,0,0,0,0,0
10284,1,1,0,0,0
10285,0,0,0,0,0
10286,1,0,0,0,0
10287,1,0,0,2,1
10288,0,1,0,2,1
10289,0,0,0,1,0
10290,4,18,2,2,1
10291,0,0,0,0,0
10292,2,0,0,4,2
10293,0,4,0,2,1
10294,1,0,0,0,0
10295,2,4,0,2,1
10296,3,0,0,2,1
10297,3,6,1,2,1
10298,4,4,4,3,2
10299,5,4,0,7,4
10300,1,1,1,0,0
10301,0,5,5,0,0
10302,0,0,0,0,0
10303,2,10,1,2,1
10304,3,2,2,0,0
10305,0,2,2,2,1
10306,3,21,3,4,2
10307,5,5,5,2,1
10308,0,0,0,0,0
10309,3,0,0,3,2
10310,0,8,8,0,0
10311,3,15,4,2,1
10312,2,3,0,4,2
10313,1,10,3,0,0
10314,4,28,4,6,3
10315,0,10,2,1,0
10316,3,0,0,0,0
10317,0,0,0,0,0
10318,5,2,2,10,5
10319,1,1,0,0,0
10320,0,0,0,1,0
10321,0,11,3,0,0
10322,0,0,0,0,0
10323,1,3,3,0,0
10324,1,0,0,0,0
10325,0,0,0,0,0
10326,4,0,0,6,4
10327,3,2,2,2,0
10328,0,0,0,2,1
10329,0,2,0,0,0
10330,3,0,0,3,2
10331,1,22,5,2,1
10332,2,2,2,3,2
10333,0,1,0,0,0
10334,0,0,0,2,1
10335,3,24,3,3,2
10336,1,0,0,2,0
10337,1,3,3,2,1
10338,1,0,0,2,1
10339,3,3,3,2,1
10340,3,0,0,2,1
10341,3,0,0,2,1
10342,1,0,0,0,0
10343,0,3,0,0,0
10344,4,0,0,2,1
10345,0,2,2,0,0
10346,5,2,2,4,3
10347,5,0,0,7,5
10348,4,10,2,3,2
10349,5,3,3,4,2
10350,5,14,6,2,1
10351,0,0,0,0,0
10352,2,3,3,0,0
10353,5,0,0,7,5
10354,1,0,0,0,0
10355,3,10,2,3,2
10356,0,1,1,0,0
10357,0,0,0,0,0
10358,3,2,0,2,1
10359,1,3,3,1,0
10360,3,0,0,2,1
10361,0,1,0,0,0
10362,4,0,0,6,3
10363,2,18,3,2,1
10364,0,0,0,1,0
10365,3,6,6,3,2
10366,0,12,2,2,1
10367,0,0,0,1,0
10368,1,0,0,0,0
10369,1,3,3,0,0
10370,0,0,0,1,0
10371,1,20,2,0,0
10372,3,13,2,4,2
10373,0,9,2,2,1
10374,0,1,0,0,0
10375,1,3,3,0,0
10376,0,0,0,2,0
10377,0,0,0,0,0
10378,0,4,0,2,1
10379,3,3,3,0,0
10380,0,11,2,0,0
10381,0,0,0,2,1
10382,3,0,0,2,1
10383,5,4,4,2,1
10384,0,6,6,2,1
10385,2,0,0,4,2
10386,1,13,3,0,0
10387,0,2,0,2,1
10388,1,0,0,2,1
10389,0,8,1,0,0
10390,2,0,0,2,1
10391,2,7,2,4,2
10392,3,31,7,3,2
10393,0,2,0,2,1
10394,0,0,0,0,0
10395,0,4,4,0,0
10396,0,0,0,0,0
10397,2,0,0,2,1
10398,0,4,4,0,0
10399,0,3,3,0,0
10400,0,0,0,0,0
10401,0,0,0,0,0
10402,5,0,0,10,5
10403,2,4,0,3,2
10404,0,7,2,2,1
10405,1,2,2,0,0
10406,1,0,0,1,0
10407,1,0,0,2,0
10408,2,1,1,2,1
10409,0,2,0,0,0
10410,0,4,0,0,0
10411,0,1,0,0,0
10412,0,4,0,0,0
10413,0,18,2,0,0
10414,0,0,0,2,1
